序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300058,蓝色光标,16.31,20.01,2.72,5841316,90.34 亿,15.82,16.31,14.16,14.16,13.59,16.79,224.43,7.38,ChatGPT概念
2,301396,宏景科技,191.25,17.82,28.93,180991,32.75 亿,16.38,194.58,168.0,170.0,162.32,23.79,204.8,22.78,ChatGPT概念
3,301171,易点天下,48.88,16.58,6.95,768984,36.13 亿,13.83,48.99,43.19,43.69,41.93,20.12,145.89,6.22,ChatGPT概念
4,300166,东方国信,16.93,15.01,2.21,2188595,36.59 亿,11.55,17.25,15.55,15.65,14.72,24.16,-146.81,3.29,ChatGPT概念
5,688343,云天励飞-U,85.8,13.63,10.29,205454,16.96 亿,10.01,86.08,78.52,78.99,75.51,5.71,-76.67,8.09,ChatGPT概念
6,688365,光云科技,19.67,12.21,2.14,216057,4.12 亿,9.24,19.67,18.05,18.3,17.53,5.07,-317.51,8.86,ChatGPT概念
7,300364,中文在线,29.83,12.1,3.22,1359370,39.19 亿,11.42,30.24,27.2,27.45,26.61,20.58,-31.32,45.97,ChatGPT概念
8,300634,彩讯股份,26.31,11.44,2.7,254313,6.46 亿,8.47,26.33,24.33,24.35,23.61,5.86,45.34,4.07,ChatGPT概念
9,300418,昆仑万维,52.4,10.97,5.18,900741,46.01 亿,7.39,52.41,48.92,49.0,47.22,7.18,-74.15,4.68,ChatGPT概念
10,688318,财富趋势,113.86,10.72,11.02,55266,6.15 亿,9.43,115.35,105.65,105.88,102.84,2.16,92.46,7.59,ChatGPT概念
11,688787,海天瑞声,133.42,10.67,12.86,34106,4.42 亿,7.67,134.23,124.98,124.98,120.56,5.65,571.86,10.86,ChatGPT概念
12,688590,新致软件,14.4,10.43,1.36,161622,2.28 亿,6.67,14.4,13.53,13.59,13.04,5.74,-33.91,2.76,ChatGPT概念
13,300624,万兴科技,71.95,9.85,6.45,138716,9.72 亿,7.21,71.98,67.26,67.5,65.5,8.1,-169.39,12.88,ChatGPT概念
14,688228,开普云,110.03,9.81,9.83,31276,3.37 亿,7.26,110.47,103.2,103.2,100.2,4.63,-687.75,5.68,ChatGPT概念
15,300229,拓尔思,18.89,9.51,1.64,369768,6.82 亿,6.72,18.92,17.76,17.76,17.25,4.24,-77.32,4.16,ChatGPT概念
