序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,汇源通信,000586,4,4天4板,10.019268035888672,22.84,8686.28 万,44.18 亿,44.18 亿,1.9660364389419556,294236300,092500,092500,0,通信设备
2,中安科,600654,3,3天3板,10.0,4.4,10.97 亿,101.97 亿,126.61 亿,11.325501441955566,242108878,094151,094151,0,软件开发
3,中工国际,002051,2,4天3板,10.019083976745605,11.53,4.93 亿,142.67 亿,142.67 亿,3.454859495162964,217943749,093000,093000,0,专业工程
4,通鼎互联,002491,2,2天2板,9.985527992248535,15.2,11.13 亿,178.82 亿,186.96 亿,6.297893524169922,217644027,093100,093100,0,通信设备
5,高乐股份,002348,2,2天2板,10.062111854553223,8.86,3.79 亿,80.05 亿,83.92 亿,4.7757134437561035,52565494,093112,095936,3,文娱用品
6,粤 传 媒,002181,2,2天2板,9.991532325744629,12.99,6.33 亿,147.38 亿,150.82 亿,4.34081506729126,115643254,093118,093354,2,出版
7,华远控股,600743,2,2天2板,10.050251007080078,2.19,2.99 亿,51.38 亿,51.38 亿,5.936052322387695,26311744,093542,110445,1,一般零售
8,科瑞技术,002957,2,2天2板,10.005938529968262,37.05,11.32 亿,155.12 亿,155.60 亿,7.416794300079346,55073639,094130,095636,4,自动化设
9,金陵药业,000919,2,2天2板,10.0,8.91,8.43 亿,55.40 亿,55.41 亿,15.39465618133545,38050155,093027,141509,3,化学制药
10,普邦股份,002663,2,2天2板,9.954751014709473,2.43,2.52 亿,31.42 亿,41.88 亿,8.29326057434082,31145310,132333,132333,0,基础建设
11,新中港,605162,2,6天5板,10.021322250366211,15.48,8.95 亿,62.01 亿,62.01 亿,15.361506462097168,30518340,145124,145124,0,电力
12,华夏航空,002928,1,首板,10.0,8.58,1.51 亿,109.67 亿,109.67 亿,1.3755518198013306,127508667,093000,093000,0,航空机场
13,常宝股份,002478,1,首板,10.049751281738281,11.06,3.37 亿,79.93 亿,99.63 亿,4.222955703735352,41467258,093000,093448,2,特钢Ⅱ
14,东山精密,002384,1,首板,9.999082565307617,119.91,27.85 亿,1662.34 亿,2196.28 亿,1.6752197742462158,1150556355,093000,093000,0,元件
15,长源东谷,603950,1,首板,10.002696990966797,40.8,1.08 亿,132.03 亿,132.25 亿,0.814507007598877,350015040,092503,092503,0,汽车零部
16,百花医药,600721,1,首板,10.019646644592285,11.2,7308.02 万,43.07 亿,43.07 亿,1.6968038082122803,159808107,092502,092502,0,医疗服务
17,万泽股份,000534,1,首板,10.013986587524414,39.33,2.49 亿,196.64 亿,200.41 亿,1.274375557899475,77142333,093045,093045,0,生物制品
18,杰瑞股份,002353,1,首板,10.003934860229492,111.83,27.85 亿,775.25 亿,1144.98 亿,3.631058931350708,79119836,093039,101006,1,专用设备
19,百龙创园,605016,1,首板,10.016555786132812,26.58,2.01 亿,111.64 亿,111.64 亿,1.8027664422988892,81447924,093039,093933,4,化学制品
20,奥瑞德,600666,1,首板,9.98307991027832,6.5,11.37 亿,157.28 亿,178.84 亿,7.311113357543945,334516390,093129,093129,0,光学光电
21,莲花控股,600186,1,首板,9.942362785339355,7.63,9.30 亿,135.84 亿,136.79 亿,6.922359466552734,84470661,093249,093346,1,调味发酵
22,行云科技,300209,1,首板,20.02053451538086,11.69,8.56 亿,85.87 亿,108.56 亿,10.21442985534668,117251366,093309,093309,0,软件开发
23,中国东航,600115,1,首板,9.905660629272461,4.66,10.87 亿,793.36 亿,1029.29 亿,1.3752297163009644,28104012,093307,103316,6,航空机场
24,联德股份,605060,1,首板,10.008305549621582,52.98,1.65 亿,126.59 亿,127.47 亿,1.3127959966659546,40439634,093327,093442,1,通用设备
25,华孚时尚,002042,1,首板,9.951457023620605,4.53,1.60 亿,77.04 亿,77.04 亿,2.099281072616577,63970934,093342,093342,0,纺织制造
26,西部黄金,601069,1,首板,10.006627082824707,33.2,2.06 亿,294.55 亿,302.45 亿,0.7010281682014465,159725200,092501,092501,0,贵金属
27,杭钢股份,600126,1,首板,10.047281265258789,9.31,5.43 亿,314.42 亿,314.42 亿,1.7275227308273315,271564218,092502,092502,0,普钢
28,创元科技,000551,1,首板,10.023677825927734,13.94,1.57 亿,67.55 亿,67.57 亿,2.346524953842163,154529834,093754,093754,0,环保设备
29,建设机械,600984,1,首板,10.052909851074219,4.16,1.38 亿,52.29 亿,52.29 亿,2.6552786827087402,64539750,093525,093828,2,工程机械
30,大位科技,600589,1,首板,10.020242691040039,10.87,9.37 亿,160.71 亿,161.38 亿,5.931847095489502,135040738,093850,093850,0,IT服务Ⅱ
31,平治信息,300571,1,首板,19.993444442749023,36.61,8.80 亿,42.33 亿,51.08 亿,21.574155807495117,62595778,093951,101600,1,通信服务
32,兴业银锡,000426,1,首板,10.0,43.56,23.89 亿,773.28 亿,773.47 亿,3.1315839290618896,230707045,094018,094542,4,贵金属
33,联翔股份,603272,1,首板,9.99336051940918,33.13,9051.58 万,34.33 亿,34.33 亿,2.7258338928222656,39398196,093958,093958,0,家居用品
34,中嘉博创,000889,1,首板,10.122699737548828,3.59,1.09 亿,31.23 亿,33.61 亿,3.5194380283355713,23143868,094103,094103,0,通信服务
35,海量数据,603138,1,首板,10.0,19.91,5.69 亿,57.41 亿,58.51 亿,10.050532341003418,41844170,094056,130753,1,IT服务Ⅱ
36,动力新科,600841,1,首板,10.0,9.13,1.59 亿,95.23 亿,126.71 亿,1.6900562047958374,113421077,094201,094201,0,汽车零部
37,神剑股份,002361,1,9天5板,10.032787322998047,16.78,24.85 亿,135.77 亿,159.58 亿,18.829483032226562,221348906,094336,094733,1,塑料
38,恒丰纸业,600356,1,首板,10.058479309082031,9.41,2.06 亿,28.11 亿,31.01 亿,7.429176330566406,34141399,094439,100209,1,造纸
39,科远智慧,002380,1,首板,10.009943962097168,33.19,1.56 亿,47.05 亿,79.65 亿,3.3759706020355225,74103246,094518,094518,0,IT服务Ⅱ
40,东方电气,600875,1,首板,9.994256973266602,38.3,44.93 亿,866.87 亿,1324.55 亿,5.219966411590576,137331697,094602,131111,4,其他电源
41,达实智能,002421,1,首板,10.080645561218262,2.73,1.67 亿,54.78 亿,57.89 亿,3.128382444381714,61034337,094733,094733,0,IT服务Ⅱ
42,厦工股份,600815,1,首板,9.97150993347168,3.86,2.06 亿,68.48 亿,68.48 亿,3.0961947441101074,63150294,094835,094835,0,工程机械
43,超颖电子,603175,1,首板,10.002617835998535,84.02,4.69 亿,36.97 亿,367.19 亿,12.941367149353027,66523759,094928,101349,1,元件
44,晋拓股份,603211,1,首板,9.991568565368652,26.09,3.60 亿,70.91 亿,70.91 亿,5.150179386138916,42717157,094954,100742,1,汽车零部
45,璞源材料,603196,1,首板,10.010649681091309,30.99,1.92 亿,73.44 亿,129.75 亿,2.6750268936157227,112106325,095028,095028,0,服装家纺
46,冠捷科技,000727,1,首板,10.15625,2.82,5.82 亿,127.73 亿,127.73 亿,4.645999431610107,88195330,095103,095103,0,光学光电
47,利欧股份,002131,1,首板,9.95850658416748,7.95,37.43 亿,465.05 亿,538.36 亿,8.226962089538574,436247958,095300,100036,1,通用设备
48,飞沃科技,301232,1,首板,20.0,184.74,19.28 亿,82.52 亿,138.85 亿,24.142236709594727,28486908,095412,145406,3,风电设备
49,桂林旅游,000978,1,首板,9.972677230834961,8.05,3.45 亿,37.68 亿,37.68 亿,9.376325607299805,30656935,095512,110212,1,旅游及景
50,德才股份,605287,1,首板,10.010346412658691,42.53,2.93 亿,59.54 亿,59.54 亿,5.0671000480651855,123390587,100202,100202,0,装修装饰
51,世运电路,603920,1,首板,10.008136749267578,54.08,12.29 亿,389.70 亿,389.70 亿,3.2340874671936035,315099607,100810,100810,0,元件
52,大为股份,002213,1,首板,10.014892578125,29.55,6.32 亿,61.04 亿,70.18 亿,10.620548248291016,129003480,100903,100903,0,半导体
53,合力泰,002217,1,首板,9.821428298950195,2.46,8.98 亿,179.07 亿,183.99 亿,5.131000995635986,68636214,100930,102557,2,光学光电
54,福鞍股份,603315,1,首板,9.992429733276367,14.53,1.06 亿,46.55 亿,46.55 亿,2.3431317806243896,82544871,101059,101059,0,环境治理
55,浙文互联,600986,1,首板,10.0217866897583,10.1,9.47 亿,150.22 亿,150.22 亿,6.453711032867432,123848391,101221,101221,0,广告营销
56,九州一轨,688485,1,3天2板,19.994029998779297,40.21,5.59 亿,35.69 亿,60.43 亿,16.48295783996582,32914940,101638,102441,2,轨交设备
57,晋亿实业,601002,1,首板,10.018903732299805,5.82,3.19 亿,55.55 亿,55.55 亿,5.869152069091797,57027205,101917,101917,0,通用设备
58,美诺华,603538,1,13天7板,9.997455596923828,43.24,7.29 亿,93.50 亿,95.34 亿,7.800561904907227,240661430,092502,092502,0,化学制药
59,铭普光磁,002902,1,首板,10.0,29.37,12.92 亿,52.17 亿,69.02 亿,24.98969841003418,267473294,092500,094027,1,通信设备
60,天地在线,002995,1,首板,9.99555778503418,24.76,4.75 亿,27.83 亿,43.94 亿,17.64369010925293,94508845,102348,102348,0,广告营销
61,应流股份,603308,1,首板,9.998357772827148,67.0,14.61 亿,454.96 亿,454.96 亿,3.2584025859832764,67406154,102039,102706,1,通用设备
