序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300058,蓝色光标,16.31,20.01,2.72,5841316.0,90.34 亿,15.82,16.31,14.16,14.16,13.59,16.79,224.43,7.38,Sora概念
2,301171,易点天下,48.88,16.58,6.95,768984.0,36.13 亿,13.83,48.99,43.19,43.69,41.93,20.12,145.89,6.22,Sora概念
3,300063,天龙集团,12.63,14.82,1.63,1388985.0,16.98 亿,13.36,12.8,11.33,11.37,11.0,22.17,64.78,5.51,Sora概念
4,688039,当虹科技,44.01,12.13,4.76,38908.0,1.66 亿,8.38,44.07,40.78,41.5,39.25,3.52,-54.9,4.57,Sora概念
5,300364,中文在线,29.83,12.1,3.22,1359370.0,39.19 亿,11.42,30.24,27.2,27.45,26.61,20.58,-31.32,45.97,Sora概念
6,300418,昆仑万维,52.4,10.97,5.18,900741.0,46.01 亿,7.39,52.41,48.92,49.0,47.22,7.18,-74.15,4.68,Sora概念
7,300071,福石控股,5.19,10.19,0.48,998762.0,5.12 亿,10.4,5.31,4.82,4.83,4.71,10.56,-69.88,35.66,Sora概念
8,000917,电广传媒,9.86,10.04,0.9,826381.0,7.97 亿,6.25,9.86,9.3,9.31,8.96,5.83,79.35,1.34,Sora概念
9,603598,引力传媒,21.25,9.99,1.93,221659.0,4.56 亿,8.02,21.25,19.7,19.71,19.32,8.23,211.1,27.46,Sora概念
10,300624,万兴科技,71.95,9.85,6.45,138716.0,9.72 亿,7.21,71.98,67.26,67.5,65.5,8.1,-169.39,12.88,Sora概念
11,300229,拓尔思,18.89,9.51,1.64,369768.0,6.82 亿,6.72,18.92,17.76,17.76,17.25,4.24,-77.32,4.16,Sora概念
12,000681,视觉中国,21.07,8.78,1.7,463945.0,9.58 亿,6.5,21.09,19.83,19.83,19.37,6.86,177.79,4.09,Sora概念
13,300781,因赛集团,37.15,8.47,2.9,96653.0,3.53 亿,6.66,37.29,35.01,35.03,34.25,7.98,167.06,9.13,Sora概念
14,300133,华策影视,7.58,8.44,0.59,868305.0,6.41 亿,7.15,7.62,7.12,7.13,6.99,5.39,61.3,1.97,Sora概念
15,300182,捷成股份,5.96,8.36,0.46,2396783.0,14.02 亿,7.09,6.0,5.61,5.62,5.5,10.61,56.08,1.89,Sora概念
