序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300058,蓝色光标,16.31,20.01,2.72,5841316,90.34 亿,15.82,16.31,14.16,14.16,13.59,16.79,224.43,7.38,智谱AI概念
2,300571,平治信息,36.61,19.99,6.1,249477,8.80 亿,16.36,36.61,31.62,31.62,30.51,21.57,515.49,3.52,智谱AI概念
3,688158,优刻得-W,45.98,13.95,5.63,643885,28.84 亿,8.92,46.0,42.4,42.77,40.35,15.88,-273.61,8.69,智谱AI概念
4,300170,汉得信息,20.76,12.76,2.35,982323,19.74 亿,9.18,20.78,19.09,19.1,18.41,10.05,109.59,3.83,智谱AI概念
5,300846,首都在线,30.4,12.22,3.31,723274,21.34 亿,7.68,30.5,28.42,28.42,27.09,18.45,-89.91,19.46,智谱AI概念
6,300785,值得买,52.49,12.21,5.71,200320,10.26 亿,9.83,52.6,48.0,48.0,46.78,16.37,582.1,5.53,智谱AI概念
7,300634,彩讯股份,26.31,11.44,2.7,254313,6.46 亿,8.47,26.33,24.33,24.35,23.61,5.86,45.34,4.07,智谱AI概念
8,688787,海天瑞声,133.42,10.67,12.86,34106,4.42 亿,7.67,134.23,124.98,124.98,120.56,5.65,571.86,10.86,智谱AI概念
9,000917,电广传媒,9.86,10.04,0.9,826381,7.97 亿,6.25,9.86,9.3,9.31,8.96,5.83,79.35,1.34,智谱AI概念
10,920493,并行科技,150.95,9.3,12.85,29749,4.40 亿,6.92,151.59,142.04,145.01,138.1,6.79,737.7,20.23,智谱AI概念
11,000681,视觉中国,21.07,8.78,1.7,463945,9.58 亿,6.5,21.09,19.83,19.83,19.37,6.86,177.79,4.09,智谱AI概念
12,000032,深桑达Ａ,18.3,8.73,1.47,377276,6.74 亿,6.24,18.37,17.32,17.45,16.83,3.32,-55.81,3.4,智谱AI概念
13,300781,因赛集团,37.15,8.47,2.9,96653,3.53 亿,6.66,37.29,35.01,35.03,34.25,7.98,167.06,9.13,智谱AI概念
14,300133,华策影视,7.58,8.44,0.59,868305,6.41 亿,7.15,7.62,7.12,7.13,6.99,5.39,61.3,1.97,智谱AI概念
15,300830,金现代,11.11,7.97,0.82,276949,3.02 亿,5.05,11.12,10.6,10.65,10.29,8.22,-102.24,3.68,智谱AI概念
