序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3942.0879,0.702,0.018,3941.3862,3952.7948,3968.112,3930.4472,496990189.0,819882350383,8198.82亿
2,sz399001,深证成指,13625.122,13.575,0.1,13611.547,13711.07,13742.886,13531.53,58537820111.0,939033973420,9390.34亿
3,Total,沪深总成交额,,,,,,,,,1758916323803,17589.16亿
