序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3832.2624,27.57,0.725,3804.6926,3833.5359,3847.0926,3822.3736,597529427.0,1187681546393,11876.82亿
2,sz399001,深证成指,13578.93,293.129,2.206,13285.801,13689.995,13841.957,13578.93,71939594436.0,1354266631403,13542.67亿
3,Total,沪深总成交额,,,,,,,,,2541948177796,25419.48亿
