序号,代码,名称,最新价,涨跌幅,成交额(亿元)
3,sh603986,兆易创新,378.6,2.021,340.43亿
5,sz002384,东山精密,171.48,5.983,214.68亿
7,sz001309,德明利,385.9,-1.061,173.55亿
8,sh600176,中国巨石,37.84,3.303,158.03亿
12,sz000636,风华高科,49.35,-2.277,135.82亿
19,sh688766,普冉股份,354.9,0.504,111.55亿
