序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sz300308,中际旭创,902.01,4.399,540.44亿
2,sh688825,C长鑫,53.97,2.081,503.37亿
3,sh603986,兆易创新,378.6,2.021,340.43亿
4,sz300502,新易盛,396.01,6.712,311.81亿
5,sz002384,东山精密,171.48,5.983,214.68亿
6,sh688256,寒武纪,1106.0,6.098,185.52亿
7,sz001309,德明利,385.9,-1.061,173.55亿
8,sh600176,中国巨石,37.84,3.303,158.03亿
9,sz300750,宁德时代,395.3,-1.637,156.03亿
10,sz000938,紫光股份,34.89,3.839,141.67亿
11,sh688008,澜起科技,204.9,4.126,141.38亿
12,sz000636,风华高科,49.35,-2.277,135.82亿
13,sh688525,佰维存储,225.99,2.797,132.49亿
14,sz300408,三环集团,111.68,6.059,123.31亿
15,sz300285,国瓷材料,62.04,1.24,122.51亿
16,sh688012,中微公司,344.0,-0.722,119.44亿
17,sz000725,京东方Ａ,5.51,2.799,115.97亿
18,sz301308,江波龙,346.99,2.423,114.50亿
19,sh688766,普冉股份,354.9,0.504,111.55亿
20,sz301526,国际复材,31.99,-2.855,111.16亿
