序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3891.8605,-31.426,-0.801,3923.2869,3924.067,3948.8107,3891.8605,606704983.0,891945339554,8919.45 亿
2,sz399001,深证成指,13478.056,-248.134,-1.808,13726.19,13683.681,13783.968,13478.056,66239708690.0,1100598073879,11005.98 亿
3,Total,沪深总成交额,,,,,,,,,1992543413433,19925.43 亿
