序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3932.6992,2.583,0.066,3930.1164,3942.5093,3948.4206,3916.4915,477375261.0,897904014869,8979.04亿
2,sz399001,深证成指,13774.915,257.946,1.908,13516.969,13605.021,13811.258,13590.824,58762570602.0,1048114878843,10481.15亿
3,Total,沪深总成交额,,,,,,,,,1946018893712,19460.19亿
