序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,思看科技,688583,0天0板,12.079700469970703,90.0,96.36,8.40亿,38.81亿,111.38亿,20.678625106811523,0.0,093002,1,10.460772514343262,通用设备
2,三 力 士,002224,0天0板,3.926701545715332,3.97,4.2,2.64亿,32.01亿,35.81亿,8.047070503234863,0.0,093424,3,7.853403091430664,橡胶
3,海南橡胶,601118,0天0板,2.4182076454162598,7.2,7.73,18.72亿,308.12亿,308.12亿,5.897024631500244,0.0,093518,1,9.246088981628418,种植业
4,沃格光电,603773,0天0板,6.909652233123779,90.05,92.65,22.08亿,202.32亿,202.32亿,10.909893989562988,0.0,093900,1,7.51513671875,光学光电
5,德展健康,000813,0天0板,9.329446792602539,3.75,3.77,8.18亿,78.62亿,78.64亿,10.606264114379883,0.0,094430,4,11.953352928161621,化学制药
6,全筑股份,603030,0天0板,5.660377502441406,2.24,2.33,2.06亿,29.50亿,29.50亿,6.973617076873779,0.0,094619,1,9.905660629272461,装修装饰
7,金房能源,001210,0天0板,0.5330490469932556,28.29,30.95,4.59亿,37.74亿,62.11亿,11.691571235656738,0.0,094709,1,11.904762268066406,电力
8,东易日盛,002713,0天0板,7.080610275268555,9.83,10.1,3.75亿,51.52亿,93.52亿,7.240097522735596,0.0,095127,5,11.002178192138672,装修装饰
9,红棉股份,000523,0天0板,6.824925422668457,3.6,3.71,4.96亿,64.61亿,66.08亿,7.7148823738098145,0.0,095754,1,10.385756492614746,综合Ⅱ
10,凯迪股份,605288,0天0板,7.34644079208374,70.43,72.17,3.27亿,69.22亿,69.50亿,4.71492862701416,0.0,101101,2,8.67245864868164,自动化设
11,福赛科技,301529,0天0板,17.47663688659668,125.7,128.4,7.62亿,79.90亿,148.86亿,9.71263313293457,0.0,103057,2,14.850467681884766,汽车零部
12,旷达科技,002516,0天0板,8.687615394592285,5.88,5.95,4.55亿,85.88亿,86.49亿,5.3493242263793945,0.0,112100,7,9.61182975769043,汽车零部
13,京泉华,002885,0天0板,8.294266700744629,30.03,30.5,10.48亿,71.47亿,81.36亿,14.971383094787598,0.0,130642,1,9.917057037353516,其他电子
14,惠发食品,603536,0天0板,5.876494407653809,10.63,11.04,2.58亿,25.57亿,25.57亿,10.10107421875,0.0,131343,2,7.968127727508545,食品加工
15,太力科技,301595,0天0板,16.7342529296875,43.18,44.39,2.15亿,17.63亿,46.76亿,12.446906089782715,0.0,132909,3,20.248716354370117,家居用品
16,恒盛能源,605580,3天2板,8.633733749389648,24.41,24.72,9.09亿,68.35亿,68.35亿,13.75733470916748,0.0,132932,4,13.796173095703125,电力
17,宏昌电子,603002,0天0板,8.007941246032715,16.32,16.62,15.92亿,185.08亿,185.08亿,8.745150566101074,0.0,133034,1,9.927200317382812,电子化学
18,合锻智能,603011,0天0板,8.801652908325195,26.33,26.62,17.37亿,130.18亿,130.18亿,13.657654762268066,0.0,133451,2,10.082645416259766,专用设备
19,中石科技,300684,0天0板,17.39032554626465,104.36,106.68,45.16亿,213.92亿,312.57亿,22.38352394104004,0.0,133536,1,19.325084686279297,电子化学
