序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4106.2581,21.182,0.519,4085.0766,4074.8131,4106.8441,4074.6796,582466346.0,1093625892374,10936.26 亿
2,sz399001,深证成指,15177.286,195.146,1.303,14982.14,14897.963,15182.821,14897.963,69895559303.0,1466159216543,14661.59 亿
3,Total,沪深总成交额,,,,,,,,,2559785108917,25597.85 亿
