序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,同兴科技,003027,2天1板,-0.03976143151521683,25.14,27.67,8.55 亿,26.36 亿,32.86 亿,30.817724227905273,0.0,092500,1,10.894632339477539,环境治理
2,传艺科技,002866,0天0板,2.8248586654663086,27.3,29.21,18.99 亿,49.47 亿,79.04 亿,37.2708854675293,0.0,093000,1,9.717514038085938,消费电子
3,圣龙股份,603178,4天3板,0.3795066475868225,21.16,23.19,12.98 亿,50.02 亿,50.02 亿,24.44993782043457,-0.282752126455307,093046,3,10.009488105773926,汽车零部
4,天邦食品,002124,0天0板,5.555555820465088,3.04,3.17,13.59 亿,59.96 亿,67.55 亿,22.14009666442871,0.0,093206,3,9.722222328186035,养殖业
5,双环科技,000707,0天0板,6.45161247253418,6.27,6.48,3.91 亿,34.53 亿,36.66 亿,11.186790466308594,0.0,093315,3,9.847198486328125,化学原料
6,龙大美食,002726,0天0板,2.702702760696411,3.42,3.66,3.04 亿,36.88 亿,36.91 亿,8.062756538391113,-0.29154521226882935,093503,1,10.510510444641113,食品加工
7,骆驼股份,601311,0天0板,6.04878044128418,10.87,11.28,15.59 亿,127.52 亿,127.52 亿,12.021843910217285,-0.09191176295280457,093923,3,8.0,电池
8,鼎胜新材,603876,0天0板,-3.579676628112793,25.05,28.58,22.58 亿,232.78 亿,232.78 亿,9.031936645507812,0.0,094248,4,14.203232765197754,工业金属
9,中贝通信,603220,0天0板,5.563093662261963,31.12,32.43,23.86 亿,135.14 亿,166.91 亿,17.702468872070312,0.06430868059396744,094503,1,11.295793533325195,通信服务
10,衢州发展,600208,0天0板,6.410256862640381,4.15,4.29,15.95 亿,353.08 亿,353.12 亿,4.483694076538086,-0.24038462340831757,095723,1,11.282051086425781,房地产开
11,依顿电子,603328,0天0板,6.203288555145264,14.21,14.72,12.24 亿,141.88 亿,141.88 亿,8.634379386901855,0.14094431698322296,100802,1,11.360239028930664,元件
12,株冶集团,600961,5天4板,9.165731430053711,29.18,29.4,56.96 亿,219.38 亿,313.06 亿,26.318552017211914,-0.23931623995304108,103300,19,7.070706844329834,工业金属
13,青山纸业,600103,3天2板,5.769230842590332,5.5,5.72,39.10 亿,121.68 亿,123.25 亿,32.6545524597168,-3.67775821685791,105303,21,14.230770111083984,造纸
14,哈投股份,600864,0天0板,6.580829620361328,7.45,7.69,16.43 亿,155.00 亿,155.00 亿,10.690516471862793,-0.13404826819896698,110736,1,11.301859855651855,证券Ⅱ
15,豫光金铅,600531,0天0板,6.701366424560547,16.4,16.91,26.74 亿,198.32 亿,198.32 亿,13.47564697265625,0.18326206505298615,112238,1,10.409889221191406,工业金属
16,建元信托,600816,0天0板,8.366534233093262,2.72,2.76,4.93 亿,148.76 亿,267.77 亿,3.344135284423828,0.0,130354,2,10.358566284179688,多元金融
17,路维光电,688401,0天0板,19.64010238647461,69.81,70.02,12.48 亿,134.98 亿,134.98 亿,9.640020370483398,0.0,130926,8,20.102827072143555,半导体
18,富特科技,301607,0天0板,15.929574012756348,55.31,57.25,8.83 亿,61.86 亿,85.96 亿,14.721753120422363,0.0,131545,1,20.708446502685547,汽车零部
19,紫光股份,000938,0天0板,8.366534233093262,29.92,30.37,95.70 亿,855.73 亿,855.74 亿,11.2981538772583,0.0,132954,1,10.575878143310547,IT服务Ⅱ
20,兆驰股份,002429,0天0板,8.371246337890625,11.91,12.09,30.56 亿,538.85 亿,539.16 亿,5.760847091674805,0.16820858418941498,141936,2,10.555049896240234,黑色家电
21,协创数据,300857,0天0板,19.994478225708008,260.76,260.77,100.67 亿,1257.04 亿,902.54 亿,8.628715515136719,0.0,143403,6,18.79343032836914,消费电子
