序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300857,协创数据,260.76,19.99,43.45,415961,100.67 亿,18.79,260.77,219.93,219.96,217.31,8.63,108.52,20.56,CPO概念
2,920045,蘅东光,624.69,12.96,71.68,17944,10.65 亿,16.27,636.0,546.02,554.98,553.01,8.92,140.89,39.49,CPO概念
3,603773,沃格光电,64.36,10.0,5.85,249432,15.40 亿,10.37,64.36,58.29,58.29,58.51,11.1,-70.76,13.7,CPO概念
4,600487,亨通光电,65.78,10.0,5.98,2036964,130.96 亿,10.42,65.78,59.55,59.7,59.8,8.33,51.22,5.27,CPO概念
5,600105,永鼎股份,45.53,10.0,4.14,707703,31.54 亿,10.0,45.53,41.39,41.39,41.39,4.84,104.78,20.06,CPO概念
6,600330,天通股份,25.87,9.99,2.35,2073604,51.42 亿,10.37,25.87,23.43,23.45,23.52,16.81,417.53,3.98,CPO概念
7,601138,工业富联,66.89,8.92,5.48,3160832,203.98 亿,10.62,67.55,61.03,61.19,61.41,1.59,37.62,7.96,CPO概念
8,000938,紫光股份,29.92,8.37,2.31,3231354,95.70 亿,10.58,30.37,27.45,27.52,27.61,11.3,50.77,5.8,CPO概念
9,300502,新易盛,622.71,7.64,44.21,433446,258.76 亿,9.89,625.26,568.03,569.0,578.5,4.9,73.37,42.62,CPO概念
10,600522,中天科技,34.82,7.34,2.38,3003972,102.26 亿,7.21,34.84,32.5,32.54,32.44,8.8,38.12,3.25,CPO概念
11,688313,仕佳光子,145.98,7.06,9.63,462422,67.16 亿,9.67,152.1,138.91,138.91,136.35,10.23,141.99,39.78,CPO概念
12,300620,光库科技,274.52,6.89,17.7,228109,61.72 亿,9.29,279.86,256.0,259.08,256.82,9.23,382.27,31.03,CPO概念
13,603083,剑桥科技,172.18,6.83,11.01,594044,97.58 亿,12.94,176.86,156.0,158.2,161.17,21.56,230.45,8.15,CPO概念
14,300394,天孚通信,375.41,6.35,22.41,519330,189.06 亿,10.91,380.5,342.0,346.65,353.0,6.69,148.23,48.81,CPO概念
15,600498,烽火通信,56.26,6.05,3.21,1267577,70.53 亿,7.01,56.87,53.15,53.16,53.05,9.97,111.78,4.8,CPO概念
