序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,920981,晶赛科技,42.34,30.0,9.77,116288,4.51 亿,30.7,42.34,32.34,32.34,32.57,31.17,334.34,6.37,光通信模块
2,688048,长光华芯,372.91,20.0,62.15,220516,79.84 亿,16.38,372.91,322.0,322.0,310.76,12.51,3668.63,21.81,光通信模块
3,300857,协创数据,260.76,19.99,43.45,415961,100.67 亿,18.79,260.77,219.93,219.96,217.31,8.63,108.52,20.56,光通信模块
4,688143,长盈通,78.76,15.06,10.31,200953,15.08 亿,17.24,79.5,67.7,67.77,68.45,16.42,436.46,7.52,光通信模块
5,920045,蘅东光,624.69,12.96,71.68,17944,10.65 亿,16.27,636.0,546.02,554.98,553.01,8.92,140.89,39.49,光通信模块
6,603618,杭电股份,28.55,10.02,2.6,747330,20.35 亿,12.52,28.55,25.3,26.42,25.95,10.81,61.04,7.3,光通信模块
7,600703,三安光电,14.94,10.01,1.36,2138560,31.20 亿,9.94,14.94,13.59,13.59,13.58,4.29,630.94,2.11,光通信模块
8,002938,鹏鼎控股,76.18,10.01,6.93,485983,35.85 亿,10.01,76.18,69.25,69.28,69.25,2.1,47.24,5.17,光通信模块
9,002428,云南锗业,75.24,10.0,6.84,714571,52.58 亿,9.81,75.24,68.53,68.53,68.4,10.94,2439.23,33.68,光通信模块
10,600105,永鼎股份,45.53,10.0,4.14,707703,31.54 亿,10.0,45.53,41.39,41.39,41.39,4.84,104.78,20.06,光通信模块
11,600184,光电股份,25.85,10.0,2.35,344355,8.65 亿,10.0,25.85,23.5,23.5,23.5,5.91,458.04,4.45,光通信模块
12,600487,亨通光电,65.78,10.0,5.98,2036964,130.96 亿,10.42,65.78,59.55,59.7,59.8,8.33,51.22,5.27,光通信模块
13,002384,东山精密,186.34,10.0,16.94,832377,150.39 亿,8.94,186.34,171.2,172.06,169.4,6.0,246.24,15.9,光通信模块
14,600330,天通股份,25.87,9.99,2.35,2073604,51.42 亿,10.37,25.87,23.43,23.45,23.52,16.81,417.53,3.98,光通信模块
15,688172,燕东微,42.59,8.59,3.37,267724,11.16 亿,13.36,43.59,38.35,38.88,39.22,3.44,-155.17,3.31,光通信模块
