序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,金健米业,600127,3,3天3板,9.98593521118164,7.82,2.29亿,50.19亿,50.19亿,4.560832500457764,434089920,092502,092502,0,农产品加
2,红四方,603395,3,3天3板,10.015174865722656,29.0,3.41亿,18.85亿,75.40亿,18.110715866088867,121144919,092502,093208,1,农化制品
3,京粮控股,000505,3,3天3板,10.014727592468262,7.47,4.98亿,47.24亿,54.30亿,10.736207008361816,59900025,093133,093133,0,农产品加
4,日丰股份,002953,2,2天2板,10.03752326965332,11.73,2.75亿,33.00亿,57.66亿,8.330615997314453,96303464,092500,093024,1,电网设备
5,学大教育,000526,2,2天2板,9.98874568939209,39.09,3.59亿,47.48亿,47.64亿,7.69510555267334,94120902,093324,093445,1,教育
6,深华发Ａ,000020,2,2天2板,10.00800609588623,13.74,2.61亿,24.89亿,38.91亿,10.565042495727539,23029614,093000,093424,1,光学光电
7,万向德农,600371,2,2天2板,9.950860023498535,8.95,4.68亿,26.19亿,26.19亿,18.174043655395508,9075926,093118,144630,5,种植业
8,罗普斯金,002333,1,首板,10.06944465637207,6.34,8943.45万,42.26亿,42.79亿,2.1164565086364746,86305259,092500,092500,0,装修建材
9,鲁信创投,600783,1,首板,10.027247428894043,20.19,8.97亿,150.29亿,150.29亿,5.969210147857666,69036555,092502,093220,1,通用设备
10,南都物业,603506,1,首板,10.0,11.88,8919.35万,22.31亿,22.31亿,4.0041937828063965,24378948,093014,093153,1,房地产服
11,尚太科技,001301,1,首板,10.007059097290039,62.33,10.07亿,162.11亿,227.27亿,6.242081642150879,28398794,093121,145148,10,电池
12,宝泰隆,601011,1,首板,10.144927024841309,3.04,2.21亿,58.24亿,58.24亿,3.8014347553253174,141757209,093002,093002,0,焦炭Ⅱ
13,哈三联,002900,1,首板,9.992961883544922,15.63,3.21亿,25.18亿,49.45亿,12.879672050476074,148077057,093127,093227,1,化学制药
14,百合股份,603102,1,6天3板,10.0,45.76,3.33亿,29.29亿,29.29亿,11.476014137268066,114928161,093233,093233,0,食品加工
15,志邦家居,603801,1,首板,10.050251007080078,6.57,8835.07万,28.54亿,28.54亿,3.122469425201416,31448645,093238,093349,1,家居用品
16,我爱我家,000560,1,首板,10.185185432434082,2.38,10.12亿,55.65亿,56.06亿,18.32952308654785,36632633,093327,103524,4,房地产服
17,汉森制药,002412,1,首板,10.065360069274902,8.42,2.62亿,41.92亿,42.37亿,6.379430294036865,86021043,093342,093454,1,中药Ⅱ
18,中交发展,000736,1,首板,10.112359046936035,4.9,1.60亿,36.61亿,36.61亿,4.42814302444458,25509463,093348,093348,0,房地产服
19,亨迪药业,301211,1,首板,19.966997146606445,14.54,8.04亿,60.72亿,60.72亿,13.694334030151367,12206577,093436,144245,4,化学制药
20,美锦能源,000723,1,首板,9.887005805969238,3.89,7.14亿,170.97亿,171.30亿,4.2342329025268555,48257784,093536,094654,2,焦炭Ⅱ
21,西点药业,301130,1,4天2板,19.98562240600586,33.38,5.32亿,19.70亿,25.53亿,28.163236618041992,19976928,093542,140345,1,化学制药
22,好太太,603848,1,首板,9.977494239807129,14.66,1.29亿,58.99亿,58.99亿,2.217052936553955,31070404,093616,100519,2,家居用品
23,速达股份,001277,1,首板,10.010009765625,32.97,8251.91万,15.02亿,25.06亿,5.547394752502441,52843162,094227,094227,0,专用设备
24,永顺泰,001338,1,首板,10.057143211364746,9.63,2.89亿,48.32亿,48.32亿,6.050739288330078,10799082,094515,141857,7,农产品加
25,大有能源,600403,1,首板,10.0,6.82,8.26亿,163.05亿,163.05亿,5.202277660369873,192467581,094829,094829,0,煤炭开采
26,斯达半导,603290,1,首板,10.001096725463867,100.31,20.56亿,240.22亿,240.22亿,8.758039474487305,85393903,095313,104958,2,半导体
27,江顺科技,001400,1,首板,9.996160507202148,85.94,5.17亿,39.73亿,72.19亿,13.545987129211426,40254038,095445,131215,2,专用设备
28,金利华电,300069,1,首板,20.013851165771484,34.66,6.15亿,40.55亿,40.55亿,16.505449295043945,77711186,095927,100006,1,电网设备
29,陕西黑猫,601015,1,首板,10.089020729064941,3.71,5.66亿,75.78亿,75.78亿,7.6814374923706055,40756783,101531,102146,1,焦炭Ⅱ
30,中毅达,600610,1,首板,10.014103889465332,7.8,3.61亿,55.28亿,83.56亿,6.71243143081665,51554427,102435,103026,2,化学原料
31,日出东方,603366,1,首板,9.942362785339355,7.63,2.97亿,62.04亿,62.04亿,4.9358930587768555,52324395,110113,110113,0,厨卫电器
32,南 京 港,002040,1,首板,9.951457023620605,9.06,2.79亿,44.04亿,44.04亿,6.485558986663818,15963448,112209,132000,3,航运港口
33,华锦股份,000059,1,首板,9.978307723999023,5.07,4.03亿,81.09亿,81.09亿,5.144987106323242,46325097,130551,133009,1,炼化及贸
34,亿田智能,300911,1,首板,19.981998443603516,26.66,8.20亿,45.68亿,48.88亿,19.352800369262695,144761693,130754,130754,0,厨卫电器
35,万和电气,002543,1,首板,10.029069900512695,7.57,2.55亿,50.08亿,56.29亿,5.285464286804199,121869626,135157,135157,0,厨卫电器
36,金能科技,603113,1,首板,10.04273509979248,5.15,1.87亿,43.70亿,43.70亿,4.465234756469727,35513689,141202,141202,0,化学原料
