序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3946.6752,12.582,0.32,3934.0929,3933.5533,3950.6213,3927.5489,503257011.0,986122393817,9861.22亿
2,sz399001,深证成指,14414.427,154.987,1.087,14259.44,14253.119,14467.003,14237.195,62539586478.0,1166300715998,11663.01亿
3,Total,沪深总成交额,,,,,,,,,2152423109815,21524.23亿
