序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,品高股份,688227,3天2板,15.094712257385254,116.66,121.63,27.63 亿,131.89 亿,131.89 亿,20.966703414916992,0.0,092503,2,11.473954200744629,IT服务Ⅱ
2,圣阳股份,002580,18天9板,7.913669109344482,33.0,33.64,35.04 亿,149.27 亿,149.78 亿,23.190385818481445,-0.9009009003639221,093133,13,4.708960056304932,电池
3,昂利康,002940,3天2板,1.634320855140686,39.8,43.08,24.83 亿,73.74 亿,80.29 亿,32.6939697265625,-0.12547051906585693,093203,2,12.15526008605957,化学制药
4,真爱美家,003041,0天0板,6.213222503662109,61.37,63.56,5.91 亿,83.97 亿,88.37 亿,6.949009418487549,-0.13018715381622314,093433,1,6.161301612854004,服装家纺
5,新兴铸管,000778,0天0板,6.502242565155029,4.75,4.91,7.79 亿,184.94 亿,188.25 亿,4.181230545043945,0.0,093524,1,8.295964241027832,普钢
6,五方光电,002962,0天0板,4.207492828369141,18.08,19.09,8.84 亿,37.82 亿,52.73 亿,23.072858810424805,-0.05527915805578232,094230,2,10.144092559814453,光学光电
7,康惠股份,603139,0天0板,8.034528732299805,32.54,33.13,3.14 亿,32.50 亿,32.50 亿,9.655889511108398,-0.21465806663036346,094301,4,9.661355018615723,中药Ⅱ
8,浪潮信息,000977,0天0板,7.166935443878174,73.12,75.05,109.62 亿,1072.55 亿,1073.75 亿,10.135968208312988,0.17810659110546112,094318,2,8.207533836364746,计算机设
9,北京利尔,002392,0天0板,8.6713285446167,7.77,7.87,4.82 亿,88.88 亿,92.50 亿,5.443284511566162,0.0,100427,1,10.349650382995605,装修建材
10,英维克,002837,0天0板,9.406343460083008,121.08,121.74,101.29 亿,1024.16 亿,1182.41 亿,10.02520751953125,0.016520734876394272,100551,2,9.090087890625,专用设备
11,水晶光电,002273,0天0板,7.36914587020874,31.18,31.94,39.84 亿,424.70 亿,433.60 亿,9.434296607971191,0.25723472237586975,112939,3,8.987603187561035,光学光电
12,九安医疗,002432,0天0板,6.542800426483154,80.28,82.89,33.66 亿,351.96 亿,373.28 亿,9.6165189743042,0.4630208909511566,130724,1,10.484406471252441,医疗器械
13,晋亿实业,601002,0天0板,7.915993690490723,6.68,6.81,8.08 亿,63.76 亿,63.76 亿,12.885749816894531,0.14992503821849823,130744,1,10.016155242919922,通用设备
14,立讯精密,002475,0天0板,10.008367538452148,65.73,65.73,251.88 亿,4778.09 亿,4789.08 亿,5.405311584472656,0.0,131357,21,8.06694507598877,消费电子
15,红星发展,600367,0天0板,4.728464603424072,22.37,23.5,13.90 亿,72.03 亿,76.31 亿,19.124393463134766,-0.22301515936851501,133823,1,9.129213333129883,化学原料
