序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,002475,立讯精密,65.73,10.01,251.88 亿
12,000977,浪潮信息,73.12,7.17,109.62 亿
15,002837,英维克,121.08,9.41,101.29 亿
