序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300540,蜀道装备,26.64,20.0,4.44,257222,6.57 亿,19.73,26.64,22.26,22.3,22.2,12.44,101.79,5.4,氦气概念
2,603318,水发燃气,8.47,10.0,0.77,547689,4.47 亿,8.05,8.47,7.85,7.85,7.7,11.93,-77.49,2.74,氦气概念
3,688268,华特气体,99.2,9.18,8.34,138188,13.33 亿,13.06,103.88,92.01,94.0,90.86,11.52,87.95,6.45,氦气概念
4,605090,九丰能源,45.29,6.92,2.93,365519,16.18 亿,8.05,45.86,42.45,42.59,42.36,5.19,19.31,2.93,氦气概念
5,688106,金宏气体,29.1,6.48,1.77,528545,14.95 亿,10.65,29.8,26.89,27.51,27.33,10.53,110.7,4.72,氦气概念
6,688548,广钢气体,26.28,3.79,0.96,355293,9.01 亿,8.33,26.53,24.42,25.36,25.32,5.14,121.18,5.78,氦气概念
7,002639,雪人集团,20.07,3.56,0.69,911873,18.14 亿,3.61,20.1,19.4,19.4,19.38,14.02,296.94,6.19,氦气概念
8,002549,凯美特气,19.96,2.78,0.54,509295,10.05 亿,4.79,20.08,19.15,19.43,19.42,7.36,138.06,6.71,氦气概念
9,002430,杭氧股份,28.35,1.61,0.45,168711,4.74 亿,4.37,28.76,27.54,27.93,27.9,1.73,29.23,2.84,氦气概念
10,000811,冰轮环境,19.54,1.45,0.28,290567,5.67 亿,4.47,19.92,19.06,19.6,19.26,2.97,34.36,3.04,氦气概念
11,600759,洲际油气,5.22,0.97,0.05,2364313,12.30 亿,2.51,5.26,5.13,5.17,5.17,5.71,195.52,2.46,氦气概念
12,002971,和远气体,30.05,0.84,0.25,34404,1.03 亿,2.99,30.3,29.41,29.99,29.8,2.2,105.47,4.0,氦气概念
13,300435,中泰股份,27.72,-0.54,-0.15,170713,4.69 亿,3.98,28.06,26.95,28.05,27.87,4.63,62.82,3.09,氦气概念
14,301286,侨源股份,50.63,-0.71,-0.36,44432,2.30 亿,7.39,53.77,50.0,51.65,50.99,2.75,87.17,10.32,氦气概念
15,688596,正帆科技,31.68,-2.82,-0.92,137156,4.35 亿,6.66,32.77,30.6,30.82,32.6,4.66,-91.01,2.57,氦气概念
