序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,600118,中国卫星,94.52,10.0,8.59,771789,70.74 亿,9.93,94.52,85.99,85.99,85.93,6.53,3143.4,17.56,空间站概念
2,002935,天奥电子,20.81,9.99,1.89,191529,3.83 亿,10.1,20.81,18.9,19.09,18.92,4.61,136.17,5.45,空间站概念
3,600879,航天电子,25.53,9.01,2.11,3050304,75.99 亿,9.27,25.66,23.49,23.49,23.42,9.25,371.1,4.04,空间站概念
4,002046,国机精工,54.04,7.86,3.94,224119,11.90 亿,8.72,54.49,50.12,50.64,50.1,4.24,111.3,6.63,空间站概念
5,001208,华菱线缆,22.85,4.62,1.01,679273,15.19 亿,8.1,23.0,21.23,21.53,21.84,25.38,132.37,5.0,空间站概念
6,002413,雷科防务,14.08,4.22,0.57,1882814,26.19 亿,4.22,14.09,13.52,13.52,13.51,14.53,-291.33,5.65,空间站概念
7,300045,华力创通,23.97,3.77,0.87,369030,8.76 亿,5.24,24.15,22.94,23.1,23.1,7.15,1268.97,9.89,空间站概念
8,002338,奥普光电,58.24,3.76,2.11,125033,7.16 亿,5.4,58.55,55.52,55.61,56.13,5.21,173.58,9.88,空间站概念
9,000901,航天科技,23.93,3.5,0.81,499526,11.84 亿,3.37,23.94,23.16,23.16,23.12,6.26,150.97,4.42,空间站概念
10,300447,全信股份,20.75,3.49,0.7,142848,2.94 亿,3.39,20.78,20.1,20.3,20.05,7.09,218.53,3.24,空间站概念
11,002246,北化股份,27.05,3.4,0.89,373780,10.18 亿,6.08,27.8,26.21,26.33,26.16,6.81,56.46,4.86,空间站概念
12,300354,东华测试,38.21,3.1,1.15,35980,1.36 亿,4.37,38.53,36.91,37.26,37.06,4.43,48.49,5.97,空间站概念
13,300213,佳讯飞鸿,8.03,1.52,0.12,95245,7603.40 万,2.02,8.04,7.88,7.91,7.91,1.72,-243.14,2.17,空间站概念
14,688586,江航装备,14.44,1.48,0.21,77305,1.12 亿,2.81,14.58,14.18,14.23,14.23,0.98,207.71,4.62,空间站概念
15,000561,烽火电子,10.1,1.2,0.12,166044,1.67 亿,1.5,10.11,9.96,9.97,9.98,2.14,-74.63,2.77,空间站概念
