序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,688195,腾景科技,338.93,19.22,54.65,111914,36.40 亿,14.42,340.14,299.15,299.85,284.28,8.65,621.02,44.36,光通信模块
2,300620,光库科技,222.96,11.44,22.89,243933,53.64 亿,12.45,229.9,205.0,205.0,200.07,9.87,314.46,25.6,光通信模块
3,300757,罗博特科,434.0,11.14,43.5,123119,52.60 亿,11.75,452.8,406.9,408.0,390.5,8.17,-1094.85,43.47,光通信模块
4,002792,通宇通讯,45.34,10.0,4.12,633301,28.56 亿,8.15,45.34,41.98,42.01,41.22,18.75,704.78,8.54,光通信模块
5,003031,中瓷电子,88.57,10.0,8.05,189033,16.32 亿,8.66,88.57,81.6,82.6,80.52,5.56,67.59,6.35,光通信模块
6,920981,晶赛科技,31.82,9.54,2.77,50400,1.62 亿,16.28,33.5,28.77,28.77,29.05,13.51,251.27,4.78,光通信模块
7,688048,长光华芯,236.93,9.41,20.38,154934,37.16 亿,10.99,249.79,225.99,226.0,216.55,8.79,2139.37,13.9,光通信模块
8,688400,凌云光,43.23,9.33,3.69,266624,11.42 亿,11.68,44.6,39.98,39.98,39.54,5.78,128.79,4.68,光通信模块
9,002428,云南锗业,51.71,8.86,4.21,1086970,55.69 亿,6.72,52.25,49.06,49.06,47.5,16.64,1395.71,23.2,光通信模块
10,600487,亨通光电,58.05,8.73,4.66,1698326,98.07 亿,8.84,58.73,54.01,54.45,53.39,6.95,45.2,4.65,光通信模块
11,002281,光迅科技,90.39,7.74,6.49,840587,75.37 亿,8.28,91.95,85.0,85.02,83.9,10.78,76.06,7.46,光通信模块
12,301183,东田微,170.4,6.42,10.28,116772,19.66 亿,8.75,174.6,160.59,162.98,160.12,19.89,127.87,14.61,光通信模块
13,601869,长飞光纤,352.5,6.02,20.01,186519,65.23 亿,10.11,363.63,330.0,339.13,332.49,4.59,358.64,21.14,光通信模块
14,600330,天通股份,17.01,5.72,0.92,1595490,27.09 亿,7.83,17.61,16.35,16.65,16.09,12.94,274.53,2.62,光通信模块
15,301338,凯格精机,167.71,5.03,8.03,43984,7.27 亿,7.3,168.84,157.18,162.1,159.68,7.44,110.37,11.4,光通信模块
