序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,中油资本,000617,0天0板,7.862903118133545,10.7,10.91,84.81 亿,1352.70 亿,1352.70 亿,6.193610191345215,0.3752345144748688,092500,6,3.528225898742676,多元金融
2,贝肯能源,002828,2天1板,0.0725163146853447,13.8,15.17,11.49 亿,26.71 亿,27.74 亿,41.399436950683594,0.0,092500,1,12.037708282470703,油服工程
3,通达股份,002560,4天3板,-3.369065761566162,12.62,14.37,27.40 亿,57.16 亿,66.35 亿,45.72991180419922,-0.23715414106845856,093012,1,14.395099639892578,电网设备
4,燕京啤酒,000729,0天0板,7.2699151039123535,13.87,14.22,12.28 亿,348.08 亿,390.93 亿,3.5047249794006348,-0.1439884752035141,093018,2,3.712296962738037,非白酒
5,新中港,605162,4天3板,-8.967971801757812,12.79,15.46,9.20 亿,51.24 亿,51.24 亿,16.277788162231445,-0.15612801909446716,093141,1,19.501779556274414,电力
6,大元泵业,603757,0天0板,4.703030586242676,43.19,45.38,9.53 亿,80.57 亿,80.57 亿,11.605310440063477,0.0,093912,1,10.254545211791992,通用设备
7,星辉环材,300834,4天3板,7.426995277404785,46.72,52.19,17.82 亿,89.90 亿,90.50 亿,18.801095962524414,0.0,094654,3,16.532535552978516,塑料
8,亨通光电,600487,0天0板,8.728226661682129,58.05,58.73,98.07 亿,1419.43 亿,1431.74 亿,6.945605754852295,0.01722949743270874,103411,2,8.840606689453125,通信设备
9,招商南油,601975,0天0板,6.041666507720947,5.09,5.28,28.35 亿,238.23 亿,238.23 亿,11.878482818603516,-0.19607844948768616,112032,1,7.916666507720947,航运港口
10,凤凰光学,600071,0天0板,7.071765422821045,20.44,21.0,2.82 亿,57.55 亿,57.55 亿,4.916431903839111,0.0,132217,1,11.524358749389648,光学光电
11,云南锗业,002428,0天0板,8.863158226013184,51.71,52.25,55.69 亿,337.68 亿,337.73 亿,16.644882202148438,0.23260322213172913,134339,1,6.715789318084717,小金属
12,金溢科技,002869,0天0板,6.570842266082764,25.95,26.79,5.66 亿,40.88 亿,45.91 亿,14.066147804260254,-0.038520801812410355,144254,2,12.484600067138672,计算机设
