序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000004,国华退,0.31,0.0,2517.3355,739.3899,退市整理的证券
2,002808,恒久退,0.2,0.0,5483.5054,1116.6617,退市整理的证券
3,300029,天龙退,0.17,0.0,2940.4134,510.2192,退市整理的证券
4,600193,退市创兴,0.15,0.0,2573.3862,379.93,退市整理的证券
5,600608,退市沪科,0.18,0.0,656.9887,113.97,退市整理的证券
6,605081,退市太和,0.37,0.0,266.5965,100.71,退市整理的证券
7,000060,中金岭南,7.93,-7.65,46175.4351,384614.0613,跌幅偏离值达7%的证券
8,000426,兴业银锡,38.71,-7.65,9836.6423,392323.1993,跌幅偏离值达7%的证券
9,000630,铜陵有色,7.14,-7.65,69562.4481,508285.1643,跌幅偏离值达7%的证券
10,000831,中国稀土,59.67,-7.65,7849.3587,484948.8857,跌幅偏离值达7%的证券
11,002484,江海股份,94.5,-7.65,5665.7377,553343.6241,跌幅偏离值达7%的证券
12,600362,江西铜业,49.37,-8.64,9474.9101,479796.63,跌幅偏离值达7%的证券
13,600489,中金黄金,20.03,-8.65,12088.3227,248938.93,跌幅偏离值达7%的证券
14,600540,新赛股份,3.75,-8.71,1226.82,4600.58,跌幅偏离值达7%的证券
15,600598,北大荒,12.47,-8.66,1065.83,13290.9,跌幅偏离值达7%的证券
16,601168,西部矿业,30.03,-8.64,9504.0564,294865.16,跌幅偏离值达7%的证券
17,000070,特发信息,25.08,12.35,13750.0547,342421.0714,涨幅偏离值达7%的证券
18,000783,长江证券,9.46,12.35,30186.0078,283926.7864,涨幅偏离值达7%的证券
19,002068,黑猫股份,12.65,12.35,11625.0471,144378.0261,涨幅偏离值达7%的证券
20,002167,东方锆业,19.51,12.35,9806.4017,191322.8972,涨幅偏离值达7%的证券
21,002580,圣阳股份,23.19,12.35,6126.1182,139817.8904,涨幅偏离值达7%的证券
22,600322,津投城开,2.93,11.52,12899.717,37087.11,涨幅偏离值达7%的证券
23,600400,红豆股份,3.26,11.5,10460.5973,33390.66,涨幅偏离值达7%的证券
24,603106,恒银科技,8.09,11.43,1476.3561,11768.58,涨幅偏离值达7%的证券
25,603669,灵康药业,5.56,11.46,3700.134,19741.6,涨幅偏离值达7%的证券
26,603717,天域生物,6.79,11.41,2791.9082,18564.16,涨幅偏离值达7%的证券
27,900924,上工B股,0.33,7.2,200.725,65.43,涨幅偏离值达7%的证券
28,000571,新大洲A,6.41,21.63,14085.0858,86249.804,连续三个交易日内，涨幅偏离值累计达20%的证券
29,002672,东江环保,4.13,21.8,6651.2947,26015.4451,连续三个交易日内，涨幅偏离值累计达20%的证券
30,002805,丰元股份,29.4,20.46,11346.4765,319946.7277,连续三个交易日内，涨幅偏离值累计达20%的证券
31,002830,名雕股份,17.77,21.74,2822.5251,46998.8912,连续三个交易日内，涨幅偏离值累计达20%的证券
32,600172,黄河旋风,16.95,20.6,48096.6106,785057.6,连续三个交易日内，涨幅偏离值累计达20%的证券
33,600206,有研新材,48.35,21.56,37178.3824,1690125.35,连续三个交易日内，涨幅偏离值累计达20%的证券
34,600345,长江通信,73.0,20.65,7307.7672,500323.37,连续三个交易日内，涨幅偏离值累计达20%的证券
35,600353,旭光电子,48.8,27.83,19544.6837,914733.66,连续三个交易日内，涨幅偏离值累计达20%的证券
36,600397,江钨装备,24.44,20.6,20312.8392,489168.63,连续三个交易日内，涨幅偏离值累计达20%的证券
37,600470,六国化工,6.5,20.66,13720.4685,85183.52,连续三个交易日内，涨幅偏离值累计达20%的证券
38,600851,海欣股份,9.72,20.51,9301.4687,85136.82,连续三个交易日内，涨幅偏离值累计达20%的证券
39,600961,株冶集团,33.1,24.02,23746.7228,749827.19,连续三个交易日内，涨幅偏离值累计达20%的证券
40,601869,长飞光纤,570.58,20.61,3152.2306,1726475.12,连续三个交易日内，涨幅偏离值累计达20%的证券
