序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4106.2517,-56.845,-1.365,4163.0965,4153.593,4175.3476,4085.5908,709003913.0,1594542362380,15945.42亿
2,sz399001,深证成指,15854.196,-518.303,-3.166,16372.499,16324.242,16355.952,15756.411,80745518085.0,1846197987303,18461.98亿
3,Total,沪深总成交额,,,,,,,,,3440740349683,34407.40亿
