序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4096.4717,64.959,1.611,4031.5129,4053.5822,4097.1657,4051.0651,678907811.0,1403586231239,14035.86 亿
2,sz399001,深证成指,15531.109,567.702,3.794,14963.407,15153.183,15531.109,15055.949,75705468300.0,1627612447173,16276.12 亿
3,Total,沪深总成交额,,,,,,,,,3031198678412,30311.99 亿
