序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,002976,瑞玛精密,-10.006082534790039,29.59,3.19 亿,27.71 亿,44.30 亿,-80.20341491699219,11.377026557922363,8258569,133254,105458311,1,52,汽车零部
2,600791,京能置业,-9.967050552368164,10.93,1549.87 万,49.44 亿,49.50 亿,-16.630008697509766,0.31349924206733704,203128585,092503,124275193,2,0,房地产开
3,600403,大有能源,-9.931035041809082,6.53,2.13 亿,156.12 亿,156.12 亿,-10.571208000183105,1.3596758842468262,214566788,093106,2559738451,2,0,煤炭开采
