序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3858.245,44.047,1.155,3814.1978,3808.9032,3858.3097,3793.4489,504879454.0,1031312143065,10313.12亿
2,sz399001,深证成指,14148.73,374.054,2.716,13774.676,13768.603,14148.73,13689.015,57136092946.0,1045308334719,10453.08亿
3,Total,沪深总成交额,,,,,,,,,2076620477784,20766.20亿
