序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,狮头股份,600539,2天1板,-3.943814277648926,17.78,20.36,10.39亿,40.89亿,40.89亿,24.688316345214844,0.0,092504,1,18.800647735595703,互联网电
2,孚日股份,002083,3天2板,4.1666669845581055,12.0,12.67,27.11亿,113.60亿,113.60亿,23.662437438964844,0.0,093006,2,13.10763931274414,纺织制造
3,时代万恒,600241,0天0板,6.6878981590271,6.7,6.91,7453.12万,19.72亿,19.72亿,3.786613941192627,0.0,093155,1,9.235669136047363,电池
4,深物业A,000011,3天2板,-1.331719160079956,8.15,9.09,4.77亿,42.91亿,48.57亿,10.372602462768555,0.0,093227,12,14.285715103149414,房地产开
5,灵康药业,603669,0天0板,7.243460655212402,5.33,5.47,3.37亿,37.97亿,37.97亿,8.973328590393066,0.0,093408,1,11.468812942504883,化学制药
6,荣丰控股,000668,3天2板,7.640068054199219,19.02,19.44,1.82亿,27.93亿,27.93亿,6.623997211456299,0.0,094118,1,13.186190605163574,房地产开
7,通鼎互联,002491,0天0板,5.474220275878906,16.57,17.28,31.24亿,194.94亿,203.81亿,16.191932678222656,0.0,094139,1,10.693825721740723,通信设备
8,永悦科技,603879,0天0板,7.025761127471924,4.57,4.7,1.53亿,16.42亿,16.42亿,9.332657814025879,0.0,095859,1,10.070257186889648,塑料
9,昭衍新药,603127,0天0板,9.809986114501953,49.7,49.79,37.88亿,311.98亿,372.43亿,12.400674819946289,0.0,100101,4,11.90896987915039,医疗服务
10,胜通能源,001331,0天0板,6.024384498596191,44.35,46.01,6.43亿,126.77亿,181.50亿,5.064855575561523,0.0,100615,1,10.710016250610352,燃气Ⅱ
11,成都华微,688709,0天0板,15.879827499389648,27.0,27.96,4.64亿,59.87亿,171.95亿,7.9195780754089355,0.0,102131,1,21.03004264831543,半导体
12,劲旅环境,001230,0天0板,5.9746527671813965,17.56,18.23,1.91亿,19.31亿,32.97亿,9.944281578063965,0.0,104321,1,12.371756553649902,环境治理
13,华正新材,603186,0天0板,8.594377517700195,135.2,136.95,16.91亿,211.98亿,211.98亿,8.351914405822754,0.0,144308,1,13.12449836730957,元件
