序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000417,合百集团,5.94,-9.54,7262.3922,42967.3891,跌幅偏离值达7%的证券
2,000672,上峰材料,14.02,-12.93,4347.9665,61843.044,跌幅偏离值达7%的证券
3,002490,山东墨龙,7.3,-10.76,8169.7193,58784.6163,跌幅偏离值达7%的证券
4,002774,快意电梯,15.88,-12.93,1346.83,21445.5073,跌幅偏离值达7%的证券
5,003033,征和工业,64.43,-9.42,264.17,17141.3891,跌幅偏离值达7%的证券
6,600722,金牛化工,10.29,-11.13,1479.86,15227.76,跌幅偏离值达7%的证券
7,600909,华安证券,8.16,-10.59,30677.2771,251522.41,跌幅偏离值达7%的证券
8,603619,中曼石油,20.43,-11.15,3998.7921,81781.16,跌幅偏离值达7%的证券
9,603823,百合花,68.32,-11.15,1801.9581,128683.34,跌幅偏离值达7%的证券
10,603903,中持股份,11.76,-9.64,2685.83,31715.45,跌幅偏离值达7%的证券
11,000636,风华高科,44.24,7.07,12829.2748,554060.6803,涨幅偏离值达7%的证券
12,002353,杰瑞股份,151.02,7.07,3068.4201,438926.2047,涨幅偏离值达7%的证券
13,002407,多氟多,33.57,7.07,21078.7299,665606.521,涨幅偏离值达7%的证券
14,002409,雅克科技,169.35,7.07,5240.1622,857916.5121,涨幅偏离值达7%的证券
15,002484,江海股份,69.95,7.07,4062.6301,272508.7235,涨幅偏离值达7%的证券
16,600617,国新能源,3.73,8.88,5440.9991,19978.3,涨幅偏离值达7%的证券
17,600775,南京熊猫,9.41,8.9,3730.3133,34246.02,涨幅偏离值达7%的证券
18,601218,吉鑫科技,4.47,8.94,2047.8978,8990.45,涨幅偏离值达7%的证券
19,603097,江苏华辰,16.89,8.88,880.3644,14544.71,涨幅偏离值达7%的证券
20,603567,珍宝岛,6.44,8.93,9580.1147,57889.26,涨幅偏离值达7%的证券
21,000670,盈方微,6.93,20.03,15843.22,102920.5624,连续三个交易日内，涨幅偏离值累计达20%的证券
22,002173,创新医疗,20.69,20.14,19516.6409,375895.8753,连续三个交易日内，涨幅偏离值累计达20%的证券
23,002388,新亚制程,4.8,20.93,12069.84,53442.5431,连续三个交易日内，涨幅偏离值累计达20%的证券
24,002879,长缆科技,19.86,20.74,7192.1662,133183.5023,连续三个交易日内，涨幅偏离值累计达20%的证券
25,003013,地铁设计,17.43,24.64,3247.1586,51954.4652,连续三个交易日内，涨幅偏离值累计达20%的证券
26,601678,滨化股份,7.06,25.19,109988.2044,734725.76,连续三个交易日内，涨幅偏离值累计达20%的证券
27,603082,北自科技,37.29,22.73,1649.6991,56376.25,连续三个交易日内，涨幅偏离值累计达20%的证券
28,603221,爱丽家居,15.4,21.45,153.2025,2221.18,连续三个交易日内，涨幅偏离值累计达20%的证券
29,603690,至纯科技,24.88,21.49,5472.541,129484.87,连续三个交易日内，涨幅偏离值累计达20%的证券
30,000779,甘咨询,10.61,21.87,10165.9798,106493.0153,换手率达20%的证券
31,000815,美利云,16.6,21.19,14730.5826,237211.2993,换手率达20%的证券
32,002083,孚日股份,12.0,23.67,22399.7855,271071.3277,换手率达20%的证券
33,003001,中岩大地,19.62,25.76,2945.9482,56392.2853,换手率达20%的证券
34,600539,狮头股份,17.78,24.69,5678.3128,103871.31,换手率达20%的证券
35,600664,哈药股份,5.64,20.49,51595.7295,285225.6,换手率达20%的证券
36,603400,华之杰,38.95,23.72,859.3357,31888.43,换手率达20%的证券
37,603459,红板科技,92.5,23.98,1895.9012,170293.58,换手率达20%的证券
38,920079,乔路铭,16.16,41.65,1874.2633,28842.36,换手率达20%的证券
39,920088,科力股份,44.68,27.86,901.3583,40331.61,换手率达20%的证券
40,920117,龙鑫智能,29.35,46.8,946.0715,27093.18,换手率达20%的证券
41,920222,益坤电气,31.51,54.16,626.246,18672.6,换手率达20%的证券
42,920238,长鹰硬科,64.07,58.56,1136.3991,67371.11,换手率达20%的证券
43,002141,贤丰控股,5.73,17.66,18442.0,101433.7739,振幅值达15%的证券
44,002218,拓日新能,4.24,18.18,23029.2833,95431.9178,振幅值达15%的证券
45,002265,建设工业,19.81,16.14,4378.8128,85993.9752,振幅值达15%的证券
46,002674,兴业科技,23.63,18.87,2646.0962,59647.452,振幅值达15%的证券
47,603065,宿迁联盛,15.55,17.88,4537.9585,66801.7,振幅值达15%的证券
48,603137,恒尚节能,28.32,18.69,3053.6704,79191.72,振幅值达15%的证券
49,603580,艾艾精工,47.91,18.5,1528.1908,67914.95,振幅值达15%的证券
50,300164,通源石油,10.49,34.56,20153.943,208284.38,
51,301520,万邦医药,61.03,50.07,1637.1742,95243.2843,
52,301583,托伦斯,175.0,46.34,1428.6563,239243.0284,
53,300214,日科化学,14.23,20.0,7679.6305,103106.1504,
54,300534,陇神戎发,13.42,20.0,7940.6436,97750.1262,
55,300795,米奥会展,13.28,20.0,3860.9777,45820.5072,
56,301234,五洲医疗,70.5,20.0,1064.9081,72965.9044,
57,301526,国际复材,30.84,20.0,22555.3985,647146.9116,
58,688146,中船特气,284.94,15.98,2413.1018,654443.02,
59,688171,纬德信息,28.2,20.0,445.0577,11753.89,
60,688663,新风光,56.3,15.68,982.6638,52669.35,
61,688709,成都华微,27.0,15.88,1756.1368,46361.22,
