序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sh688825,N长鑫,49.0,465.82,1411.87亿
2,sh603986,兆易创新,434.03,-5.026,269.10亿
3,sz300308,中际旭创,1076.94,2.908,267.09亿
4,sz300750,宁德时代,400.0,4.436,188.76亿
5,sz002156,通富微电,76.67,0.039,172.77亿
6,sz300502,新易盛,491.0,3.147,171.29亿
7,sz002384,东山精密,211.9,6.386,166.32亿
8,sz000938,紫光股份,41.47,0.048,133.59亿
9,sh688008,澜起科技,227.45,-2.658,130.79亿
10,sh600584,长电科技,82.35,-0.663,115.94亿
11,sz002415,海康威视,36.99,4.227,107.58亿
12,sz002371,北方华创,770.0,1.717,107.48亿
13,sh688256,寒武纪,1241.02,1.308,103.48亿
14,sz000021,深科技,43.95,4.668,97.73亿
15,sh688012,中微公司,399.77,2.901,96.06亿
16,sz000725,京东方Ａ,5.97,3.109,95.11亿
17,sh688347,华虹宏力,308.4,-6.517,94.53亿
18,sh600176,中国巨石,41.07,9.989,90.65亿
19,sz002409,雅克科技,169.35,10.003,85.79亿
20,sz001309,德明利,401.6,0.428,84.52亿
