序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,爱丽家居,603221,5,5天5板,10.0,15.4,839.80万,37.31亿,37.31亿,0.22508977353572845,350780815,092501,092501,0,家居用品
2,长缆科技,002879,5,5天5板,10.027700424194336,19.86,9.63亿,27.24亿,38.35亿,37.53508377075195,42726804,093800,134751,1,电网设备
3,五洲医疗,301234,4,4天4板,20.0,70.5,7.30亿,28.32亿,47.94亿,26.50963020324707,27530179,092500,095548,1,医疗器械
4,长城军工,601606,3,3天3板,10.01560115814209,35.26,24.56亿,255.36亿,255.36亿,9.832486152648926,163996446,093823,100241,4,地面兵装
5,顺钠股份,000533,3,3天3板,10.052355766296387,10.51,6.75亿,71.98亿,72.60亿,9.51224422454834,225465890,093027,093412,2,电网设备
6,至纯科技,603690,2,2天2板,9.991158485412598,24.88,8.72亿,95.28亿,95.28亿,9.309041023254395,139607700,093220,094259,1,半导体
7,国新能源,600617,2,2天2板,10.029498100280762,3.73,2.00亿,66.23亿,71.96亿,3.0644147396087646,114515024,093126,093126,0,燃气Ⅱ
8,新亚制程,002388,2,2天2板,10.091742515563965,4.8,3.10亿,24.29亿,24.51亿,13.283782005310059,75288960,094230,094321,1,其他电子
9,中原内配,002448,1,首板,10.046082496643066,11.94,1.99亿,69.31亿,70.26亿,2.890897512435913,60964565,093112,093257,1,汽车零部
10,永安药业,002365,1,首板,9.974205017089844,12.79,1.46亿,31.37亿,37.69亿,4.725395202636719,86173904,093212,093212,0,化学制药
11,中工国际,002051,1,首板,9.96354866027832,9.05,2.16亿,110.99亿,111.00亿,1.9763630628585815,90574255,093257,093257,0,专业工程
12,创新医疗,002173,1,3天2板,9.994683265686035,20.69,8.61亿,87.08亿,91.30亿,10.04460334777832,219510161,093312,093536,2,医疗服务
13,紫建电子,301121,1,首板,19.98582649230957,33.86,7409.24万,17.13亿,33.46亿,4.401683807373047,40046018,093106,093209,1,电池
14,圣阳股份,002580,1,首板,9.97392463684082,16.87,1.89亿,76.31亿,76.57亿,2.4875574111938477,234692285,093000,093000,0,电池
15,华天酒店,000428,1,首板,9.86842155456543,3.34,1.17亿,34.03亿,34.03亿,3.504483699798584,29109643,093003,130545,1,酒店餐饮
16,塞力医疗,603716,1,首板,10.014727592468262,14.94,2.14亿,33.73亿,33.73亿,6.423477649688721,51428962,093518,093518,0,医药商业
17,海南海药,000566,1,4天2板,9.95850658416748,5.3,4.42亿,68.73亿,68.76亿,6.566538333892822,143976090,093427,093427,0,化学制药
18,立新能源,001258,1,8天7板,9.97697639465332,14.33,11.62亿,133.75亿,133.75亿,9.005718231201172,155198141,093354,094103,1,电力
19,吉鑫科技,601218,1,首板,10.098522186279297,4.47,8990.45万,43.32亿,43.32亿,2.1133406162261963,46384743,093620,093620,0,风电设备
20,嘉美包装,002969,1,首板,9.980806350708008,11.46,2.08亿,125.23亿,125.89亿,1.6933515071868896,124199022,093709,093709,0,包装印刷
21,人民同泰,600829,1,首板,9.97652530670166,9.37,1.11亿,54.34亿,54.34亿,2.0857326984405518,29558602,093823,093847,1,医药商业
22,哈三联,002900,1,4天3板,10.0,12.54,3.03亿,20.20亿,39.67亿,15.445320129394531,27291165,093839,095003,4,化学制药
23,中利集团,002309,1,首板,10.071942329406738,3.06,8.29亿,73.63亿,92.03亿,11.415650367736816,65622006,093606,094521,4,电网设备
24,爱朋医疗,300753,1,首板,19.989046096801758,21.91,3.19亿,19.26亿,27.62亿,17.19348907470703,37108090,093909,101457,2,医疗器械
25,益佰制药,600594,1,4天2板,10.0,3.63,1.21亿,28.47亿,28.47亿,4.3574910163879395,40983789,093932,094041,1,中药Ⅱ
26,安妮股份,002235,1,首板,10.060976028442383,7.22,1.91亿,39.97亿,41.85亿,4.892678260803223,122917482,094136,094136,0,造纸
27,国投中鲁,600962,1,3天2板,9.986001014709473,23.57,1.87亿,61.80亿,61.80亿,3.116011142730713,65192239,094137,095346,1,农产品加
28,津药药业,600488,1,首板,9.91735553741455,5.32,4.23亿,58.09亿,58.09亿,7.4231696128845215,23511734,094304,094304,0,化学制药
29,东方新能,002310,1,首板,10.045661926269531,2.41,3.82亿,106.02亿,144.58亿,3.672043800354004,56867369,094515,094648,1,电力
30,明新旭腾,605068,1,首板,10.028449058532715,15.47,4043.68万,25.09亿,25.09亿,1.6751697063446045,52684632,094612,094612,0,汽车零部
31,山科智能,300897,1,首板,20.0,14.94,7432.44万,18.27亿,29.26亿,4.256870269775391,16111042,094706,094706,0,通用设备
32,金时科技,002951,1,首板,10.008935928344727,12.31,6192.55万,49.38亿,49.86亿,1.2990233898162842,81317398,094721,094721,0,其他电源
33,文科股份,002775,1,3天2板,9.887005805969238,3.89,7068.85万,22.59亿,25.10亿,3.204665184020996,23275114,094915,094915,0,基础建设
34,首开股份,600376,1,首板,9.969788551330566,3.64,4.61亿,93.90亿,93.90亿,4.995662689208984,20837536,095055,095055,0,房地产开
35,太极实业,600667,1,首板,10.006138801574707,17.92,34.36亿,374.80亿,374.80亿,9.561890602111816,261957516,095257,095257,0,工程咨询
36,天洋新材,603330,1,首板,9.983360290527344,6.61,8493.86万,26.88亿,28.60亿,3.2546210289001465,51318228,095315,095315,0,塑料
37,福鞍股份,603315,1,首板,9.9634370803833,12.03,9033.00万,38.54亿,38.54亿,2.4092111587524414,42155526,095435,095435,0,环境治理
38,春光科技,603657,1,首板,9.98471736907959,21.59,5383.44万,29.19亿,29.19亿,1.8909838199615479,29379197,095518,095518,0,家电零部
39,格林达,603931,1,首板,9.990889549255371,36.22,1.87亿,72.28亿,72.28亿,2.676568031311035,30549831,095540,095540,0,电子化学
40,亚振家居,603389,1,首板,10.0,42.35,8473.01万,111.28亿,111.28亿,0.7920016050338745,61945345,095542,095621,1,家居用品
41,风华高科,000636,1,首板,9.995027542114258,44.24,55.41亿,511.86亿,511.86亿,11.088274002075195,199344378,095548,140827,2,元件
42,华达科技,603358,1,首板,10.016155242919922,34.05,2.69亿,157.23亿,159.95亿,1.7519176006317139,45431110,095622,095622,0,汽车零部
43,汇绿生态,001267,1,首板,10.0,34.1,6.95亿,207.52亿,267.69亿,3.4386088848114014,119974712,095648,095648,0,通信设备
44,传智教育,003032,1,首板,10.054844856262207,6.02,7990.08万,17.13亿,24.23亿,4.801329612731934,38005464,095700,095700,0,教育
45,雅运股份,603790,1,首板,9.979101181030273,21.05,6108.85万,40.28亿,40.28亿,1.555079460144043,29632085,095710,095710,0,化学制品
46,宏和科技,603256,1,首板,10.002058029174805,160.35,34.78亿,1410.64亿,1450.50亿,2.5417418479919434,179312509,095733,142939,3,玻璃玻纤
47,雅克科技,002409,1,首板,10.00324821472168,169.35,85.79亿,539.42亿,805.98亿,16.451454162597656,180953015,095751,141403,4,半导体
48,贤丰控股,002141,1,首板,9.980806350708008,5.73,10.14亿,59.19亿,59.19亿,17.853965759277344,63412764,095824,095824,0,元件
49,拉芳家化,603630,1,首板,9.984756469726562,14.43,1.77亿,32.50亿,32.50亿,5.568215370178223,33760428,100128,112022,1,化妆品
50,立方制药,003020,1,首板,10.0,17.16,1.56亿,28.92亿,39.16亿,5.609050750732422,100187304,100206,100206,0,化学制药
51,蒙娜丽莎,002918,1,首板,10.023585319519043,9.33,8905.99万,19.99亿,38.14亿,4.617219924926758,92149321,100821,100821,0,家居用品
