序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,红星发展,600367,3,7天5板,9.989701271057129,42.72,5.52 亿,137.55 亿,145.73 亿,4.035999774932861,190163978,093118,093118,0,化学原料
2,天洋新材,603330,3,3天3板,10.038609504699707,8.55,1.01 亿,34.77 亿,36.99 亿,2.910311222076416,90106842,092502,092502,0,塑料
3,郑州煤电,600121,3,3天3板,10.058026313781738,5.69,15.42 亿,69.33 亿,69.33 亿,23.96263313293457,45696122,141931,141958,1,煤炭开采
4,大有能源,600403,3,3天3板,9.967320442199707,6.73,6.36 亿,160.90 亿,160.90 亿,4.04250431060791,55576844,094353,094353,0,煤炭开采
5,节能铁汉,300197,3,3天3板,19.827587127685547,2.78,12.75 亿,82.43 亿,82.44 亿,15.776944160461426,51409992,093357,100803,6,基础建设
6,鑫科材料,600255,2,2天2板,10.025062561035156,4.39,2.48 亿,79.29 亿,79.29 亿,3.125486135482788,385971113,092500,092500,0,金属新材
7,模塑科技,000700,2,2天2板,10.019906997680664,16.58,23.89 亿,152.21 亿,152.21 亿,16.131366729736328,14590400,101854,143718,10,汽车零部
8,实益达,002137,2,2天2板,10.052909851074219,10.4,3.13 亿,41.23 亿,60.06 亿,7.635189056396484,165791350,093009,093009,0,光学光电
9,北投科技,600936,2,2天2板,9.966216087341309,6.51,12.52 亿,108.78 亿,108.78 亿,11.820743560791016,33157656,094944,143829,4,IT服务Ⅱ
10,亨通光电,600487,2,2天2板,9.997593879699707,91.43,63.33 亿,2235.63 亿,2255.02 亿,2.8593497276306152,856423529,093208,093302,1,通信设备
11,金海高科,603311,2,2天2板,10.0,37.51,7.59 亿,88.48 亿,88.48 亿,8.969454765319824,60601156,131802,133259,6,家电零部
12,一博科技,301366,1,首板,20.00886344909668,54.16,5.25 亿,63.37 亿,113.48 亿,8.285286903381348,146694797,092500,093218,1,元件
13,联域股份,001326,1,首板,10.0,67.98,1.35 亿,16.33 亿,49.76 亿,8.35421371459961,35106571,093215,095657,2,照明设备
14,环旭电子,601231,1,首板,10.01261043548584,43.62,20.10 亿,1042.13 亿,1042.13 亿,1.9438843727111816,126210195,093353,143850,2,消费电子
15,华源控股,002787,1,首板,9.984089851379395,27.65,3.35 亿,69.36 亿,92.68 亿,4.897182464599609,56445345,093427,093748,2,包装印刷
16,广西能源,600310,1,首板,10.051993370056152,6.35,6.94 亿,93.07 亿,93.07 亿,7.515961170196533,90409395,093226,093659,1,电力
17,肯特催化,603120,1,首板,10.002105712890625,52.24,4988.52 万,19.80 亿,47.22 亿,2.57151460647583,86849000,093306,093306,0,化学制品
18,利仁科技,001259,1,18天9板,9.995524406433105,73.73,1.49 亿,35.05 亿,54.26 亿,4.289705753326416,43205780,093036,093115,1,小家电
19,大唐电信,600198,1,首板,10.062111854553223,8.86,2.77 亿,115.35 亿,115.50 亿,2.456134796142578,107938713,093833,093833,0,通信设备
20,移远通信,603236,1,首板,10.00190544128418,57.74,11.86 亿,211.51 亿,232.66 亿,5.6714911460876465,59094060,093751,144145,3,通信设备
21,三祥新材,603663,1,首板,10.001618385314941,67.97,13.18 亿,287.39 亿,287.72 亿,4.634660720825195,12757969,094040,145410,7,化学原料
22,欧克科技,001223,1,首板,10.0,46.2,1.44 亿,32.26 亿,60.38 亿,4.5773138999938965,120464005,093854,093854,0,自动化设
23,青山纸业,600103,1,首板,10.0,4.07,11.14 亿,90.04 亿,91.20 亿,12.703147888183594,90959086,094123,104011,1,造纸
24,中重科技,603135,1,首板,9.96204948425293,11.59,1.04 亿,72.96 亿,73.51 亿,1.483312964439392,30885032,094133,094133,0,专用设备
25,祥鑫科技,002965,1,首板,10.009296417236328,35.5,2.71 亿,67.60 亿,94.21 亿,4.089236259460449,139446094,094321,094321,0,汽车零部
26,三孚股份,603938,1,首板,10.006965637207031,47.38,13.52 亿,181.29 亿,181.29 亿,7.597041130065918,15199504,093901,144901,2,化学原料
27,国机精工,002046,1,首板,10.0,56.98,16.19 亿,302.10 亿,305.52 亿,5.453529357910156,4945864,094427,145533,2,通用设备
28,新中港,605162,1,首板,10.0,11.55,2.77 亿,51.15 亿,51.15 亿,5.585997581481934,95014920,094638,094638,0,电力
29,安奈儿,002875,1,首板,9.984871864318848,21.81,1.19 亿,39.79 亿,46.46 亿,3.058518886566162,81493065,094812,094812,0,服装家纺
30,豫能控股,001896,1,首板,10.027397155761719,20.08,31.92 亿,306.38 亿,306.38 亿,10.775347709655762,287417730,094845,094915,1,电力
31,泰禾智能,603656,1,首板,10.027247428894043,20.19,1.13 亿,36.94 亿,36.94 亿,3.1476151943206787,79044738,095258,095258,0,专用设备
32,通富微电,002156,1,首板,9.993734359741211,70.22,122.84 亿,1065.55 亿,1065.66 亿,11.631501197814941,357782416,093639,143951,2,半导体
33,蓝科高新,601798,1,首板,10.051546096801758,8.54,4996.05 万,30.28 亿,30.28 亿,1.6617859601974487,21794934,093047,093047,0,专用设备
34,上海石化,600688,1,首板,10.035842895507812,3.07,1.39 亿,224.99 亿,323.66 亿,0.6195775866508484,191413321,092501,092501,0,炼化及贸
35,湘潭电化,002125,1,首板,9.973579406738281,16.65,7.67 亿,104.81 亿,104.81 亿,7.550967693328857,53827318,100357,100357,0,电池
36,德昌股份,605555,1,首板,10.013531684875488,16.26,1.94 亿,78.71 亿,78.71 亿,2.5170013904571533,36741096,100028,100028,0,小家电
37,东材科技,601208,1,首板,10.009737014770508,56.49,79.07 亿,570.65 亿,570.65 亿,14.051506042480469,15353982,095348,145015,10,塑料
38,恒星科技,002132,1,首板,10.103093147277832,5.34,3.17 亿,74.72 亿,74.84 亿,4.39372444152832,67403082,100912,100912,0,通用设备
39,瑞贝卡,600439,1,首板,10.084033966064453,2.62,1.50 亿,29.66 亿,29.66 亿,5.173434257507324,57310875,101151,101151,0,饰品
40,上海凤凰,600679,1,首板,10.051281929016113,10.73,1.15 亿,36.88 亿,55.29 亿,3.2078659534454346,58594373,101331,101331,0,摩托车及
41,恒盛能源,605580,1,首板,9.996109962463379,28.28,6.09 亿,79.18 亿,79.18 亿,7.951937198638916,58422407,101030,102503,1,电力
42,美湖股份,603319,1,首板,9.992254257202148,42.6,23.69 亿,144.48 亿,144.48 亿,16.705738067626953,10774392,100926,145011,31,汽车零部
43,迅捷兴,688655,1,首板,20.0081844329834,58.66,8.09 亿,78.25 亿,78.25 亿,10.822687149047852,53329565,102239,102239,0,元件
44,联检科技,301115,1,首板,20.014144897460938,33.94,2.48 亿,52.53 亿,62.29 亿,4.972408294677734,144817567,102524,102524,0,专业服务
45,东方锆业,002167,1,首板,10.007468223571777,14.73,11.27 亿,111.76 亿,114.11 亿,10.383977890014648,86559372,104036,104036,0,小金属
46,京投发展,600683,1,首板,9.992961883544922,15.63,3.67 亿,115.78 亿,115.78 亿,3.304499387741089,38023226,105128,105340,2,房地产开
47,澄星股份,600078,1,首板,10.008410453796387,13.08,3.94 亿,86.66 亿,88.53 亿,4.725385665893555,49125864,110300,110300,0,农化制品
48,一彬科技,001278,1,首板,9.994539260864258,20.14,9743.36 万,17.18 亿,24.92 亿,5.95498514175415,27609926,130000,130000,0,汽车零部
49,海特高新,002023,1,首板,10.009182929992676,11.98,3.21 亿,88.76 亿,88.76 亿,3.7478573322296143,67745414,101739,101739,0,航空装备
50,四环生物,000518,1,首板,10.084033966064453,3.93,7.48 亿,40.46 亿,40.46 亿,18.977027893066406,33472989,101936,104748,7,生物制品
51,长华集团,605018,1,首板,10.02087688446045,15.81,3.48 亿,74.32 亿,74.32 亿,4.809635639190674,18994134,130032,144314,2,汽车零部
52,久之洋,300516,1,首板,20.0,39.54,3.29 亿,99.64 亿,99.64 亿,3.5808334350585938,41682277,130003,130003,0,其他电子
53,王子新材,002735,1,首板,9.993202209472656,16.18,8.36 亿,46.12 亿,60.72 亿,18.859806060791016,48066476,130551,131245,1,包装印刷
54,中广核技,000881,1,首板,10.068026542663574,8.09,3.90 亿,73.11 亿,76.48 亿,5.458993911743164,79841520,130048,134003,1,化学制品
55,中旗新材,001212,1,首板,10.0,54.89,8.24 亿,95.43 亿,110.31 亿,8.968382835388184,2508473,130606,145406,13,装修建材
56,京能置业,600791,1,首板,10.034602165222168,15.9,2.85 亿,71.92 亿,72.01 亿,4.114917278289795,69001230,130833,130833,0,房地产开
57,京能电力,600578,1,首板,10.011778831481934,9.34,30.05 亿,625.28 亿,625.28 亿,5.182920455932617,198748876,131554,131554,0,电力
58,宿迁联盛,603065,1,首板,9.960680961608887,8.39,1.64 亿,35.15 亿,35.15 亿,4.781825542449951,11423824,130149,134704,1,化学制品
