序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,退市岩石,600696,2天1板,3.278688430786133,0.63,0.67,523.97 万,2.11 亿,2.11 亿,2.3972599506378174,1.612903118133545,092502,1,11.475409507751465,白酒Ⅱ
2,奥瑞德,600666,0天0板,4.989153861999512,4.84,5.07,11.20 亿,121.11 亿,133.17 亿,9.070449829101562,0.0,093043,1,6.0737528800964355,光学光电
3,华盛昌,002980,2天1板,9.159829139709473,122.39,123.33,18.64 亿,123.97 亿,231.81 亿,15.039435386657715,0.0,093057,12,4.958972930908203,电网设备
4,浙江众成,002522,0天0板,4.36137056350708,6.7,7.06,6.66 亿,60.64 亿,60.69 亿,10.821385383605957,-0.2976190447807312,093227,1,9.03426742553711,塑料
5,康强电子,002119,0天0板,9.940720558166504,24.11,24.12,11.10 亿,90.48 亿,90.48 亿,12.450196266174316,-0.04145937040448189,093306,1,10.533514976501465,半导体
6,金田股份,601609,0天0板,7.777778148651123,13.58,13.86,15.36 亿,234.75 亿,234.75 亿,6.523728370666504,-0.07358351349830627,093905,2,10.158730506896973,工业金属
7,楚江新材,002171,0天0板,7.602339267730713,12.88,13.17,23.01 亿,207.85 亿,209.03 亿,11.013556480407715,-0.07757952064275742,094218,1,8.688386917114258,工业金属
8,立昂微,605358,0天0板,7.893758773803711,58.09,59.22,46.82 亿,390.00 亿,390.00 亿,11.957709312438965,0.03444119170308113,094514,8,8.005200386047363,半导体
9,中钢天源,002057,0天0板,7.343412399291992,9.94,10.19,5.71 亿,74.88 亿,74.94 亿,7.565933704376221,-0.10050251334905624,094606,2,10.691144943237305,专业服务
10,长飞光纤,601869,2天1板,8.868718147277832,444.99,449.61,93.84 亿,1808.16 亿,3684.09 亿,5.211727142333984,0.25458478927612305,094625,8,7.002006530761719,通信设备
11,金时科技,002951,8天4板,5.6232428550720215,22.54,23.47,8.54 亿,90.41 亿,91.29 亿,9.412543296813965,0.0,094630,2,9.887535095214844,其他电源
12,浙江荣泰,603119,0天0板,7.035175800323486,70.29,72.24,28.49 亿,186.30 亿,332.37 亿,15.089290618896484,0.0,094641,5,9.136591911315918,汽车零部
13,祥龙电业,600769,0天0板,0.5518087148666382,16.4,17.94,7.72 亿,61.50 亿,61.50 亿,12.051566123962402,-0.3039513826370239,094810,1,10.055180549621582,环境治理
14,铖昌科技,001270,0天0板,8.452824592590332,136.9,138.85,21.30 亿,280.38 亿,282.17 亿,7.5974016189575195,-0.06569822132587433,094942,11,9.070743560791016,军工电子
15,博众精工,688097,0天0板,11.937769889831543,72.67,77.9,21.72 亿,323.39 亿,324.58 亿,6.554590225219727,0.0,095035,6,14.232902526855469,自动化设
16,TCL科技,000100,0天0板,6.997742652893066,4.74,4.87,114.97 亿,906.86 亿,985.96 亿,12.467745780944824,0.21141648292541504,095103,16,4.740406036376953,光学光电
17,华宏科技,002645,0天0板,8.855721473693848,32.82,33.17,25.38 亿,186.04 亿,205.98 亿,13.799799919128418,0.0,095124,7,9.4859037399292,环保设备
18,同济科技,600846,0天0板,8.664898872375488,12.29,12.44,1.85 亿,76.78 亿,76.78 亿,2.4052367210388184,0.0,095312,2,10.079575538635254,工程咨询
19,火炬电子,603678,5天3板,9.076949119567871,63.93,64.47,45.75 亿,304.03 亿,304.03 亿,15.259353637695312,-0.7143966555595398,095653,3,8.957515716552734,军工电子
20,黄河旋风,600172,0天0板,8.201438903808594,15.04,15.29,48.94 亿,191.95 亿,216.90 亿,26.18678855895996,1.484480381011963,102718,2,12.877697944641113,通用设备
21,同有科技,300302,0天0板,17.592790603637695,54.81,55.93,48.03 亿,202.15 亿,262.68 亿,24.484006881713867,0.0,104042,3,19.201889038085938,计算机设
22,世嘉科技,002796,0天0板,7.0,49.22,50.6,10.35 亿,112.08 亿,124.22 亿,9.282957077026367,0.0,104600,1,11.043478965759277,通信设备
23,永安行,603776,0天0板,8.087091445922852,20.85,21.22,2.32 亿,58.54 亿,58.54 亿,3.9803473949432373,-0.09583133459091187,105023,3,11.508553504943848,摩托车及
24,中钨高新,000657,0天0板,7.818373203277588,71.71,73.16,87.24 亿,1041.89 亿,1633.99 亿,8.445241928100586,0.5045549869537354,105106,3,12.103443145751953,小金属
25,和林微纳,688661,0天0板,15.206964492797852,129.7,135.1,13.76 亿,197.00 亿,197.00 亿,7.074553966522217,0.0,105428,2,19.621601104736328,半导体
26,长电科技,600584,0天0板,6.343729019165039,80.13,82.89,262.69 亿,1433.86 亿,1433.86 亿,18.181928634643555,0.0,105502,1,8.838752746582031,半导体
27,超声电子,000823,0天0板,4.685573101043701,16.98,17.84,17.14 亿,95.86 亿,95.86 亿,17.776451110839844,0.1179245263338089,105624,1,11.035758018493652,元件
