序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000004,国华退,0.28,0.0,1135.893,297.1598,退市整理的证券
2,002808,恒久退,0.17,0.0,738.0693,126.6351,退市整理的证券
3,002898,赛隆退,0.35,0.0,2619.7079,935.6017,退市整理的证券
4,300029,天龙退,0.15,0.0,746.73,111.2599,退市整理的证券
5,600193,退市创兴,0.16,0.0,2086.88,315.5,退市整理的证券
6,600608,退市沪科,0.16,0.0,693.4346,114.19,退市整理的证券
7,605081,退市太和,0.36,0.0,283.994,101.82,退市整理的证券
8,000766,通化金马,23.95,15.78,5185.543,129617.241,振幅值达15%的证券
9,001896,豫能控股,16.81,15.24,16092.4028,290166.9671,振幅值达15%的证券
10,600184,光电股份,30.21,15.11,8278.6561,239439.82,振幅值达15%的证券
11,600330,天通股份,32.75,15.55,24009.629,831221.22,振幅值达15%的证券
12,600726,华电能源,7.19,15.2,26281.1197,200395.99,振幅值达15%的证券
13,603002,宏昌电子,26.23,15.92,13428.6186,351617.48,振幅值达15%的证券
14,605006,山东玻纤,24.94,15.54,8885.7089,217606.18,振幅值达15%的证券
15,000823,超声电子,28.46,23.44,15576.1101,428313.9259,连续三个交易日内，涨幅偏离值累计达20%的证券
16,001389,广合科技,220.88,22.48,3280.6665,684931.3563,连续三个交易日内，涨幅偏离值累计达20%的证券
17,002080,中材科技,97.67,28.86,19073.314,1746543.9301,连续三个交易日内，涨幅偏离值累计达20%的证券
18,002129,TCL中环,11.19,20.23,84458.4622,897428.9129,连续三个交易日内，涨幅偏离值累计达20%的证券
19,002141,贤丰控股,5.76,23.45,46015.7593,242339.7848,连续三个交易日内，涨幅偏离值累计达20%的证券
20,002409,雅克科技,188.6,21.57,10885.386,1942077.7287,连续三个交易日内，涨幅偏离值累计达20%的证券
21,002579,中京电子,22.78,20.1,35437.7028,754007.9273,连续三个交易日内，涨幅偏离值累计达20%的证券
22,002674,兴业科技,28.83,23.42,1042.8069,29305.0041,连续三个交易日内，涨幅偏离值累计达20%的证券
23,002787,华源控股,32.47,20.17,6567.6737,207269.7681,连续三个交易日内，涨幅偏离值累计达20%的证券
24,002965,祥鑫科技,51.88,23.45,4999.1416,240892.7098,连续三个交易日内，涨幅偏离值累计达20%的证券
25,600206,有研新材,60.76,27.6,43509.5066,2325720.94,连续三个交易日内，涨幅偏离值累计达20%的证券
26,600228,返利科技,10.79,23.0,293.4035,2936.54,连续三个交易日内，涨幅偏离值累计达20%的证券
27,600857,宁波中百,17.87,20.51,5428.014,94883.29,连续三个交易日内，涨幅偏离值累计达20%的证券
28,600888,新疆众和,16.12,20.28,40042.3818,617803.6,连续三个交易日内，涨幅偏离值累计达20%的证券
29,600962,国投中鲁,29.0,23.07,2129.9085,57602.47,连续三个交易日内，涨幅偏离值累计达20%的证券
30,601133,柏诚股份,38.28,20.29,7702.9881,275561.0,连续三个交易日内，涨幅偏离值累计达20%的证券
31,603065,宿迁联盛,21.85,21.44,9844.1167,203676.9,连续三个交易日内，涨幅偏离值累计达20%的证券
32,603155,新亚强,25.34,22.31,6286.5867,144850.21,连续三个交易日内，涨幅偏离值累计达20%的证券
33,603163,圣晖集成,135.58,24.68,1550.1774,190829.23,连续三个交易日内，涨幅偏离值累计达20%的证券
34,603203,快克智能,76.0,21.13,6623.0682,468163.61,连续三个交易日内，涨幅偏离值累计达20%的证券
35,603256,宏和科技,297.0,21.73,4721.7408,1312797.57,连续三个交易日内，涨幅偏离值累计达20%的证券
36,603324,盛剑科技,51.02,25.82,5163.644,243974.95,连续三个交易日内，涨幅偏离值累计达20%的证券
37,603650,彤程新材,85.83,24.19,11907.8217,941884.89,连续三个交易日内，涨幅偏离值累计达20%的证券
38,603661,恒林股份,40.06,20.17,1861.9842,72435.31,连续三个交易日内，涨幅偏离值累计达20%的证券
39,603698,航天工程,43.55,30.17,11307.844,452549.83,连续三个交易日内，涨幅偏离值累计达20%的证券
40,603800,洪田股份,88.46,20.81,3041.1767,257210.77,连续三个交易日内，涨幅偏离值累计达20%的证券
41,603956,威派格,5.83,22.99,3004.6278,16229.95,连续三个交易日内，涨幅偏离值累计达20%的证券
42,605366,宏柏新材,14.38,23.08,16634.1884,235044.69,连续三个交易日内，涨幅偏离值累计达20%的证券
43,002119,康强电子,37.02,13.13,8683.8742,306441.1285,涨幅偏离值达7%的证券
44,002354,天娱数科,8.83,13.13,49470.1902,420885.438,涨幅偏离值达7%的证券
45,600545,卓郎智能,7.1,12.34,6247.7156,43810.36,涨幅偏离值达7%的证券
46,601016,节能风电,3.94,12.32,28232.8565,109508.83,涨幅偏离值达7%的证券
47,603861,白云电器,14.25,12.3,1227.1,17476.71,涨幅偏离值达7%的证券
48,603903,中持股份,12.84,12.29,1570.2952,19846.06,涨幅偏离值达7%的证券
49,001399,惠科股份,42.0,0.0,28381.2224,1303099.4637,无价格涨跌幅限制的证券
50,002584,西陇科学,9.62,29.62,14251.5196,140659.9172,换手率达20%的证券
51,002842,翔鹭钨业,52.16,27.13,7284.1836,382670.8326,换手率达20%的证券
52,002962,五方光电,19.34,25.79,5396.0529,101678.9433,换手率达20%的证券
53,600520,三佳科技,36.0,26.85,4253.8302,154082.2,换手率达20%的证券
54,600667,太极实业,26.88,25.24,52792.7848,1448868.38,换手率达20%的证券
55,603082,北自科技,42.9,32.99,1337.8983,60938.86,换手率达20%的证券
56,603407,长裕集团,91.73,28.77,1033.1225,94972.75,换手率达20%的证券
57,603459,红板科技,92.74,27.79,2197.0162,209424.42,换手率达20%的证券
58,920078,族兴新材,33.55,23.14,478.9665,15582.37,换手率达20%的证券
59,920083,金戈新材,58.45,41.08,825.287,46809.83,换手率达20%的证券
60,920249,利尔达,10.48,26.01,3242.9197,36067.67,换手率达20%的证券
61,920662,方盛股份,25.4,24.78,669.2138,17190.55,换手率达20%的证券
62,920981,晶赛科技,46.3,26.06,1002.3313,49399.03,换手率达20%的证券
63,300162,雷曼光电,12.13,20.0,10474.803,121695.3973,
64,300264,佳创视讯,9.77,20.0,5053.5606,46673.2528,
65,300540,蜀道装备,30.5,20.0,3666.1373,105329.3125,
66,301051,信濠光电,20.96,20.0,4468.8477,87953.5965,
67,301349,信德新材,75.6,20.0,1568.8675,111113.1259,
68,688156,路德科技,30.0,15.52,884.3367,25470.71,
69,688409,富创精密,274.8,20.0,1195.0796,301069.62,
70,688432,有研硅,30.9,20.0,7395.0808,209511.7,
71,688584,上海合晶,33.88,15.99,4218.7462,140699.96,
72,688596,正帆科技,56.22,20.0,4431.0621,234842.2,
73,300721,怡达股份,36.96,31.69,4385.2411,163348.3519,
74,301669,高特电子,44.33,32.94,2697.4717,121778.3221,
75,300195,长荣股份,6.37,-15.18,6318.9416,42862.9736,
76,300936,中英科技,98.0,-17.73,751.8928,77632.6015,
77,300398,飞凯材料,61.29,31.06,32415.9136,1791971.2446,
78,300506,名家汇,6.26,33.83,23560.1505,137791.8352,
79,300567,精测电子,275.0,30.84,4173.7446,1067636.0221,
80,301526,国际复材,52.27,38.14,56458.8601,2663293.8582,
81,600498,烽火通信,76.22,-7.74,11793.1503,920958.67,跌幅偏离值达7%的证券
82,600776,东方通信,13.4,-7.74,3666.1224,49957.51,跌幅偏离值达7%的证券
83,600851,海欣股份,8.8,-7.76,4142.77,37412.72,跌幅偏离值达7%的证券
84,603159,上海亚虹,17.06,-7.76,989.2808,17638.8,跌幅偏离值达7%的证券
85,603316,诚邦股份,21.65,-7.75,3336.8,74493.38,跌幅偏离值达7%的证券
86,603201,常润股份,15.57,-25.14,1843.1232,31374.16,连续三个交易日内，跌幅偏离值累计达20%的证券
87,603318,水发燃气,8.81,-22.71,19830.1372,189727.93,连续三个交易日内，跌幅偏离值累计达20%的证券
88,688639,华恒生物,15.4,-30.19,3158.1489,48796.47,
89,920363,莱赛激光,13.06,20.81,1320.4132,17461.87,
90,920405,海希通讯,18.19,20.46,541.073,8777.72,
91,920438,戈碧迦,163.01,46.01,3390.3277,485422.17,
