序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sz300308,中际旭创,1253.89,-5.252,444.81亿
2,sh603986,兆易创新,770.0,-0.672,374.18亿
3,sz000725,京东方Ａ,7.79,3.59,356.77亿
4,sz300502,新易盛,566.0,-7.288,352.83亿
5,sh600584,长电科技,100.89,-3.149,352.29亿
6,sh600522,中天科技,61.29,-10.0,248.99亿
7,sz002475,立讯精密,68.0,-8.627,233.14亿
8,sh600487,亨通光电,110.81,-9.911,227.20亿
9,sh688525,佰维存储,501.05,4.32,224.48亿
10,sh688008,澜起科技,261.82,-6.211,200.75亿
11,sz001309,德明利,951.0,6.734,199.76亿
12,sz002008,大族激光,151.27,-1.001,199.61亿
13,sh601138,工业富联,70.22,-8.793,189.33亿
14,sh688256,寒武纪,1458.0,-3.123,182.44亿
15,sz002384,东山精密,260.32,-5.613,181.83亿
16,sz300750,宁德时代,381.0,-5.2,181.34亿
17,sz300476,胜宏科技,319.55,-8.742,180.16亿
18,sh600176,中国巨石,74.12,4.689,166.28亿
19,sz301308,江波龙,679.6,0.34,166.00亿
20,sh688981,中芯国际,148.76,-5.164,161.72亿
