序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,大族激光,002008,0天0板,-1.0013089179992676,151.27,168.08,199.61亿,1447.24亿,1557.48亿,13.189101219177246,0.0,092500,1,11.178010940551758,自动化设
2,宝胜股份,600973,0天0板,2.5,6.97,7.48,8.80亿,95.58亿,95.58亿,8.915871620178223,0.0,092502,1,8.235294342041016,电网设备
3,信凯科技,001335,0天0板,8.826247215270996,47.1,47.61,1.03亿,12.03亿,44.15亿,8.74147891998291,0.0,093012,2,7.301293849945068,化学制品
4,太极实业,600667,6天3板,6.2030816078186035,26.88,27.84,144.89亿,562.21亿,562.21亿,25.24108123779297,-0.48130321502685547,093254,12,6.479652404785156,工程咨询
5,华电科工,601226,0天0板,5.538922309875488,7.05,7.35,2.93亿,81.94亿,81.94亿,3.5072312355041504,-0.14164306223392487,093354,1,9.580839157104492,专业工程
6,露笑科技,002617,0天0板,7.452725410461426,9.66,9.89,36.53亿,181.38亿,184.43亿,20.170499801635742,0.10362694412469864,093606,1,12.013348579406738,电力
7,新莱应材,300260,0天0板,14.535816192626953,92.9,97.33,48.22亿,267.21亿,378.85亿,17.678462982177734,0.0,093706,9,19.393415451049805,通用设备
8,中材科技,002080,9天5板,5.100613594055176,97.67,102.22,88.00亿,1639.02亿,1639.02亿,5.3145575523376465,0.0,093818,1,8.006026268005371,玻璃玻纤
9,三佳科技,600520,0天0板,7.526882171630859,36.0,36.83,15.41亿,57.03亿,57.03亿,26.849903106689453,-0.3046247661113739,094007,7,11.738350868225098,专用设备
10,康惠股份,603139,0天0板,4.100628852844238,41.38,43.73,5.09亿,41.33亿,41.33亿,12.01101303100586,0.04835589975118637,094123,1,8.125786781311035,中药Ⅱ
11,旗滨集团,601636,0天0板,6.946107864379883,8.93,9.19,33.52亿,264.21亿,264.21亿,12.589435577392578,-0.11185682564973831,094138,9,10.538922309875488,玻璃玻纤
12,深圳新星,603978,0天0板,0.582665741443634,27.62,30.21,9.02亿,58.30亿,58.30亿,14.909998893737793,0.03621876239776611,094215,2,10.524398803710938,金属新材
13,沃顿科技,000920,0天0板,6.492537498474121,14.27,14.74,4.75亿,67.44亿,67.44亿,7.072360038757324,0.0,094227,1,10.970149040222168,塑料
14,中化国际,600500,2天1板,3.2407407760620117,8.92,9.5,36.35亿,320.08亿,320.08亿,11.217883110046387,0.0,094259,1,9.837963104248047,化学制品
15,宝武镁业,002182,0天0板,6.022186756134033,13.38,13.88,8.06亿,115.80亿,132.70亿,6.948519229888916,-0.22371365129947662,094303,1,11.489699363708496,小金属
16,合肥城建,002208,0天0板,7.252888202667236,16.71,17.14,17.64亿,134.19亿,134.23亿,13.109482765197754,-0.05980861186981201,094306,2,11.424903869628906,房地产开
17,博迁新材,605376,2天1板,6.951871395111084,264.0,271.52,52.57亿,690.62亿,690.62亿,7.639345645904541,0.0378931388258934,094332,2,7.097715377807617,金属新材
18,华电辽能,600396,0天0板,0.8530183434486389,15.37,16.76,42.23亿,226.36亿,226.36亿,17.891212463378906,0.19556714594364166,094343,1,10.039369583129883,电力
19,模塑科技,000700,0天0板,1.727861762046814,14.13,15.28,16.97亿,129.72亿,129.72亿,12.626855850219727,0.0,094636,1,10.7991361618042,汽车零部
20,宏昌电子,603002,0天0板,5.130260467529297,26.23,27.45,35.16亿,297.47亿,297.47亿,11.840995788574219,0.038138825446367264,094719,1,15.110219955444336,电子化学
21,春光科技,603657,0天0板,3.6639857292175293,23.2,24.62,2.17亿,31.36亿,31.36亿,6.87963342666626,0.21598272025585175,094927,1,10.723860740661621,家电零部
22,科新发展,600234,0天0板,-1.2345678806304932,28.0,31.19,2.25亿,73.51亿,73.51亿,2.940450668334961,-0.07137759029865265,095139,1,13.827159881591797,装修装饰
23,骏亚科技,603386,0天0板,3.383084774017334,20.78,22.11,8.88亿,67.81亿,67.81亿,12.863188743591309,0.048146363347768784,095903,1,13.233831405639648,元件
24,XD北自科,603082,0天0板,-3.400135040283203,42.9,48.85,6.09亿,17.40亿,71.08亿,32.98817825317383,0.06997900456190109,100207,1,14.298582077026367,自动化设
25,海立股份,600619,0天0板,7.016300201416016,15.1,15.52,8.95亿,119.17亿,162.08亿,7.4921345710754395,0.0,100419,2,11.410346984863281,家电零部
26,宁波中百,600857,2天1板,2.9377880096435547,17.87,19.1,5.72亿,40.09亿,40.09亿,13.853690147399902,0.2243410050868988,101449,2,9.15898609161377,一般零售
27,长信科技,300088,0天0板,13.411079406738281,11.67,12.35,71.81亿,290.06亿,291.49亿,24.884193420410156,0.0,101939,2,18.367347717285156,光学光电
28,创元科技,000551,0天0板,6.228172302246094,18.25,18.9,12.22亿,88.43亿,88.46亿,13.819211959838867,0.0,102003,1,12.747380256652832,环保设备
29,莱赛激光,920363,0天0板,20.81406021118164,13.06,14.05,1.75亿,9.21亿,16.20亿,18.725971221923828,-0.22918258607387543,102206,1,26.919519424438477,通用设备
30,得邦照明,603303,0天0板,-0.639886200428009,27.95,30.94,6.59亿,133.31亿,133.31亿,4.704267978668213,0.4311893582344055,103244,1,14.36189079284668,照明设备
31,凯龙股份,002783,0天0板,5.890603065490723,7.55,7.84,2.04亿,34.81亿,37.70亿,5.901360034942627,-0.2642008066177368,131354,3,13.043478012084961,化学制品
32,恒林股份,603661,2天1板,7.399463653564453,40.06,41.03,5.63亿,55.71亿,55.71亿,10.24671459197998,0.0,134753,12,10.053619384765625,家居用品
33,杰恩股份,300668,0天0板,15.657102584838867,65.3,67.75,8.27亿,65.10亿,78.61亿,13.493208885192871,0.0,134818,1,22.759475708007812,工程咨询
34,三孚股份,603938,5天3板,8.797359466552734,75.81,76.65,33.98亿,290.07亿,290.07亿,12.002775192260742,1.799382209777832,135343,1,10.002870559692383,化学原料
35,TCL智家,002668,0天0板,7.003890514373779,11.0,11.31,5.84亿,119.25亿,119.25亿,4.962061405181885,0.0,135351,1,10.603113174438477,白色家电
