序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,688287,*ST观典,2.35,19.9,0.39,638770,1.43 亿,15.31,2.35,2.05,2.2,1.96,17.24,-4.07,1.39,昨日连板_含一字
2,002580,圣阳股份,27.8,10.01,2.53,670389,18.31 亿,6.09,27.8,26.26,26.57,25.27,14.82,59.09,5.42,昨日连板_含一字
3,002990,盛视科技,46.32,10.0,4.21,239453,10.81 亿,10.09,46.32,42.07,42.42,42.11,17.63,142.17,4.87,昨日连板_含一字
4,002297,博云新材,16.08,9.99,1.46,1297767,20.86 亿,1.03,16.08,15.93,16.08,14.62,22.64,148.99,4.33,昨日连板_含一字
5,603629,利通电子,95.85,8.98,7.9,555692,52.27 亿,10.01,96.75,87.95,87.95,87.95,21.63,87.32,13.34,昨日连板_含一字
6,603698,航天工程,42.58,7.72,3.05,699614,29.04 亿,12.93,43.3,38.19,38.2,39.53,13.05,105.41,6.57,昨日连板_含一字
7,000889,中嘉博创,5.0,5.49,0.26,3382775,16.16 亿,17.51,5.21,4.38,4.57,4.74,38.89,-119.68,65.96,昨日连板_含一字
8,000004,*ST国华,3.64,4.9,0.17,7281,265.03 万,0.0,3.64,3.64,3.64,3.47,0.58,-13.34,13.04,昨日连板_含一字
9,600238,*ST椰岛,4.6,1.1,0.05,256662,1.19 亿,9.23,4.78,4.36,4.36,4.55,5.76,-224.78,20.31,昨日连板_含一字
10,002630,ST华西,2.13,0.95,0.02,1080504,2.30 亿,8.06,2.22,2.05,2.15,2.11,10.49,50.53,10.42,昨日连板_含一字
11,600664,哈药股份,4.4,-0.9,-0.04,6098333,28.33 亿,10.81,4.88,4.4,4.7,4.44,24.21,25.29,1.96,昨日连板_含一字
12,001270,*ST铖昌,141.04,-0.93,-1.33,135748,19.55 亿,6.8,148.9,139.22,144.92,142.37,6.67,248.23,19.25,昨日连板_含一字
13,002051,中工国际,11.59,-2.61,-0.31,1607616,18.68 亿,4.45,11.93,11.4,11.54,11.9,12.99,46.66,1.23,昨日连板_含一字
14,600605,汇通能源,31.25,-3.34,-1.08,126898,3.91 亿,6.71,32.33,30.16,32.0,32.33,6.15,267.29,4.54,昨日连板_含一字
15,301189,奥尼电子,81.84,-5.27,-4.55,194813,16.28 亿,14.01,89.85,77.75,86.3,86.39,17.43,-79.36,4.53,昨日连板_含一字
