序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,301666,N大普微-UW,244.55,430.71,198.47,219933.0,4863699476.21,119.38,255.0,199.99,207.23,46.08,,82.94,-221.93,230.51,106676710838.0,6484571681.0,-0.03,-0.14,430.71,430.71
2,603293,N埃泰克,71.02,112.06,37.53,252308.0,1865550408.0,42.4,85.2,71.0,71.0,33.49,,71.89,51.2,6.39,12719018531.0,2492554211.0,-0.04,-0.03,112.06,112.06
3,920177,N恒道,36.58,67.8,14.78,106243.0,407731461.94,20.5,41.01,36.54,40.0,21.8,,90.25,24.16,3.56,1913865600.0,430619760.0,-0.05,-0.03,67.8,67.8
4,920249,利尔达,9.77,23.83,1.88,360880.0,341405752.75,28.14,10.25,8.03,8.03,7.89,5.54,28.95,97.32,5.4,4119325100.0,1218021758.0,0.0,0.1,-32.06,-25.13
5,300027,华谊兄弟,2.09,20.11,0.35,3876682.0,807180715.47,5.17,2.09,2.0,2.09,1.74,2.82,15.6,-38.18,22.03,5798717371.0,5193605665.0,0.0,0.0,-11.06,-3.69
6,300798,锦鸡股份,13.42,20.04,2.24,816710.0,999306307.69,20.93,13.42,11.08,11.29,11.18,1.9,21.41,-310.03,3.75,6292169280.0,5118609027.0,0.0,0.0,75.88,88.75
7,688227,品高股份,84.47,20.0,14.08,77902.0,607476149.0,21.38,84.47,69.42,69.42,70.39,2.82,6.89,-183.99,7.4,9549779079.0,9549779079.0,0.0,0.0,0.56,29.93
8,301396,宏景科技,289.42,20.0,48.24,150511.0,4159775655.74,17.17,289.42,248.01,248.01,241.18,0.97,19.78,309.93,34.47,44431048453.0,22019384437.0,0.0,0.0,298.92,336.53
9,301148,嘉戎技术,60.23,20.0,10.04,88146.0,512062960.03,20.0,60.23,50.19,50.19,50.19,6.33,14.97,137.06,3.99,7016619128.0,3545925608.0,0.0,0.0,2.24,26.67
10,688668,鼎通科技,207.23,20.0,34.54,131729.0,2588415608.0,17.79,207.23,176.5,179.0,172.69,1.92,9.46,89.82,14.03,28861047681.0,28861047681.0,0.0,0.0,94.22,67.12
11,301603,乔锋智能,90.41,20.0,15.07,123154.0,1066272322.88,14.88,90.41,79.2,79.65,75.34,5.66,32.64,31.83,4.56,10917911600.0,3411395325.0,0.0,0.0,20.59,19.59
12,300905,宝丽迪,46.32,20.0,7.72,96827.0,438042956.93,11.22,46.32,41.99,41.99,38.6,0.95,6.93,58.59,4.28,8292007039.0,6468413420.0,0.0,0.0,30.85,43.72
13,300736,百邦科技,23.78,19.98,3.96,233869.0,520589621.81,22.91,23.78,19.24,19.7,19.82,2.41,18.7,-132.72,36.9,3042278225.0,2974550716.0,0.0,0.0,41.8,53.32
14,688287,*ST观典,2.35,19.9,0.39,638770.0,143233219.0,15.31,2.35,2.05,2.2,1.96,2.53,17.24,-4.07,1.39,870711660.0,870711660.0,0.0,0.0,-62.99,-61.73
15,301382,蜂助手,40.49,15.69,5.49,530870.0,2126573704.51,14.63,42.0,36.88,36.88,35.0,6.91,30.11,64.51,6.24,11563697132.0,7137922904.0,0.02,-0.07,-4.21,14.25
16,301282,金禄电子,45.45,15.06,5.95,285796.0,1211264956.47,17.47,45.7,38.8,39.45,39.5,1.54,24.31,75.99,4.0,6869311546.0,5344108990.0,0.0,0.04,52.11,56.4
17,300290,荣科科技,16.39,15.02,2.14,947689.0,1530408428.0,20.07,17.1,14.24,14.25,14.25,6.04,14.82,-248.15,13.51,10485216806.0,10482100657.0,0.06,-0.12,-18.13,-40.46
18,300088,长信科技,7.77,14.1,0.96,7542507.0,5810800041.31,19.82,8.17,6.82,6.82,6.81,6.32,30.35,50.98,2.22,19407389909.0,19312363337.0,0.13,0.13,22.56,28.22
19,300587,天铁科技,5.93,14.04,0.73,719511.0,406998838.85,16.54,6.04,5.18,5.23,5.2,3.69,6.84,-99.56,3.21,7698733966.0,6237989440.0,-0.34,-0.5,-3.26,-3.26
20,300857,协创数据,319.0,13.65,38.31,337243.0,10263139619.63,13.87,320.92,282.0,282.0,280.69,1.58,9.8,94.82,25.15,110412525311.0,109732911761.0,0.29,0.31,70.58,89.12
21,300938,信测标准,51.19,12.38,5.64,311496.0,1550421220.0,21.93,54.66,44.67,45.99,45.55,2.32,14.74,63.48,6.69,12464578054.0,10818806245.0,0.0,0.29,67.34,57.02
22,301086,鸿富瀚,164.61,12.31,18.04,38842.0,608256579.94,13.23,164.87,145.48,146.59,146.57,1.53,8.28,146.01,7.59,14814900000.0,7723584822.0,0.1,0.19,34.87,47.12
23,301548,崇德科技,79.2,12.18,8.6,33228.0,249078358.71,13.41,79.76,70.29,70.59,70.6,2.21,12.67,50.64,4.56,6890400000.0,2077810574.0,0.16,-0.24,22.02,43.19
24,301030,仕净科技,11.4,12.09,1.23,236051.0,261882592.15,17.01,11.88,10.15,10.2,10.17,4.33,11.68,-7.67,2.74,2307169962.0,2304005094.0,0.18,-0.09,-15.87,-3.63
25,300936,中英科技,74.1,11.93,7.9,89867.0,640953110.28,15.51,75.47,65.2,66.4,66.2,1.41,18.94,-581.51,5.57,5572320000.0,3516806378.0,0.14,-1.16,89.56,90.0
26,300853,申昊科技,23.55,11.88,2.5,123336.0,281618520.26,13.4,23.64,20.82,21.06,21.05,3.08,12.55,-20.13,5.67,3460649939.0,2315295147.0,-0.13,0.21,5.56,13.66
27,688159,有方科技,47.84,11.85,5.07,103508.0,486338575.0,17.0,50.0,42.73,43.0,42.77,3.98,11.16,173.72,4.95,4444757949.0,4436146749.0,0.06,-0.02,-13.49,-1.03
28,300270,中威电子,11.45,11.71,1.2,246114.0,272987663.6,14.24,11.66,10.2,10.27,10.25,5.2,9.43,-60.03,6.15,3467129021.0,2987651340.0,0.0,-0.17,-11.31,4.47
29,301123,奕东电子,69.61,11.64,7.26,226370.0,1513747377.94,12.16,70.0,62.42,63.63,62.35,1.41,9.69,427.1,5.61,16333290400.0,16260896000.0,0.1,0.17,6.0,-5.37
30,300351,永贵电器,17.85,11.56,1.85,422841.0,733914806.87,13.13,18.15,16.05,16.1,16.0,5.76,16.05,111.07,2.83,6941963746.0,4701887724.0,0.11,-0.67,-4.55,-1.0
31,688500,慧辰股份,53.66,11.56,5.56,49865.0,262368806.0,13.72,54.75,48.15,48.15,48.1,4.27,6.8,-97.4,5.58,4040421459.0,3934131731.0,-0.07,0.02,-28.28,-13.12
32,300352,北信源,7.81,11.41,0.8,1279651.0,945991799.21,12.7,7.85,6.96,7.02,7.01,2.01,10.02,-51.12,9.19,11323126119.0,9970330988.0,0.0,1.69,14.85,27.41
33,300390,天华新能,85.68,11.37,8.75,1062116.0,8871310562.73,14.97,88.88,77.36,78.69,76.93,1.08,15.8,176.98,6.27,71178727516.0,57599886340.0,0.01,0.16,56.21,56.89
34,301369,联动科技,173.82,11.2,17.51,30619.0,523913435.87,13.37,176.9,156.0,156.0,156.31,1.52,8.42,365.62,8.11,12267415680.0,6320685840.0,0.18,0.18,30.59,29.81
35,688678,福立旺,29.2,10.86,2.86,336821.0,948313381.0,12.3,29.8,26.56,26.69,26.34,2.3,11.7,152.28,4.13,8407649878.0,8407649878.0,0.17,0.24,20.41,20.76
36,300738,奥飞数据,25.94,10.85,2.54,1572379.0,3930832577.37,10.47,25.97,23.52,23.6,23.4,2.44,15.97,131.78,7.27,25555626009.0,25547585646.0,0.27,0.12,11.86,40.29
37,688685,迈信林,45.2,10.68,4.36,84355.0,367362436.0,13.76,45.68,40.06,40.12,40.84,2.36,5.74,118.8,7.9,6637695348.0,6637695348.0,-0.04,-0.2,-18.89,-18.53
38,301580,爱迪特,76.34,10.33,7.15,93891.0,688813992.82,16.61,79.6,68.11,69.0,69.19,2.27,13.04,43.11,3.9,8135136755.0,5497777169.0,0.58,0.26,57.05,72.71
39,301091,深城交,23.73,10.27,2.21,198649.0,463466180.27,15.1,24.61,21.36,21.54,21.52,4.04,3.77,217.9,5.29,12512354400.0,12512354400.0,-0.04,-0.04,-13.83,-11.26
40,300163,先锋新材,5.05,10.26,0.47,606237.0,295428714.39,12.01,5.07,4.52,4.57,4.58,3.51,13.36,18.51,4.08,2393700000.0,2291639283.0,0.2,0.0,5.21,24.69
41,300858,科拓生物,23.5,10.17,2.17,400122.0,871542408.59,21.0,24.16,19.68,20.51,21.33,2.05,20.44,60.92,3.39,6192135273.0,4599893572.0,0.13,-1.67,30.34,40.13
42,300684,中石科技,59.64,10.12,5.48,268720.0,1548827892.42,12.59,60.22,53.4,53.43,54.16,2.51,13.15,53.23,8.53,17862730060.0,12184632828.0,-0.02,-0.12,24.93,21.17
43,601778,晶科科技,6.66,10.08,0.61,7491227.0,4899616970.0,7.6,6.66,6.2,6.25,6.05,2.1,20.97,50.17,1.5,23793447668.0,23793447668.0,0.0,0.0,62.04,79.03
44,300911,亿田智能,36.16,10.08,3.31,127544.0,452852461.61,14.28,37.37,32.68,32.8,32.85,1.72,7.44,-44.84,5.65,6629441006.0,6195554707.0,0.0,-0.14,-3.08,8.59
45,600156,华升股份,8.42,10.07,0.77,206078.0,168723129.0,10.85,8.42,7.59,7.65,7.65,1.46,5.12,-96.14,9.02,3385772111.0,3385772111.0,0.0,0.0,4.47,1.94
46,300953,震裕科技,207.86,10.07,19.02,132948.0,2700075664.89,10.11,212.77,193.67,196.01,188.84,1.57,10.67,69.29,8.17,36059081166.0,25890660800.0,-0.02,-0.14,25.44,23.71
47,600719,大连热电,7.33,10.06,0.67,317298.0,224410585.0,11.41,7.33,6.57,6.66,6.66,2.41,7.84,-31.31,9.67,2965715068.0,2965715068.0,0.0,0.0,17.66,12.42
48,000571,新大洲A,5.69,10.06,0.52,267626.0,146737512.86,10.44,5.69,5.15,5.2,5.17,1.51,3.29,-35.07,33.65,4774644010.0,4631616187.0,0.0,0.0,-1.04,-2.9
49,000782,恒申新材,5.81,10.04,0.53,205353.0,116745905.87,9.28,5.81,5.32,5.32,5.28,1.64,3.89,-52.44,2.32,3989038567.0,3068491210.0,0.0,0.0,12.82,17.14
50,002613,北玻股份,4.17,10.03,0.38,824251.0,336346232.99,11.08,4.17,3.75,3.81,3.79,2.89,10.67,323.99,2.1,4589371446.0,3220309763.0,0.0,0.0,10.03,12.1
51,600961,株冶集团,20.08,10.03,1.83,266884.0,527562321.0,8.38,20.08,18.55,18.55,18.25,1.67,3.55,4.71,4.26,21543283876.0,15096392952.0,0.0,0.0,10.63,24.72
52,002726,龙大美食,3.62,10.03,0.33,439009.0,158897958.1,1.52,3.62,3.57,3.62,3.29,1.2,4.07,-16.36,3.62,3906561694.0,3903596914.0,0.0,0.0,-14.62,-11.92
53,000593,德龙汇能,18.33,10.02,1.67,274932.0,486316963.86,10.86,18.33,16.52,16.94,16.66,0.94,7.67,198.98,7.52,6573706395.0,6570996488.0,0.0,0.0,15.79,63.66
54,000967,盈峰环境,13.07,10.02,1.19,1543648.0,1976732221.42,7.74,13.07,12.15,12.34,11.88,0.75,4.88,65.86,2.42,41391964288.0,41372105155.0,0.0,0.0,89.15,78.07
55,603826,坤彩科技,34.16,10.02,3.11,186069.0,626314945.0,9.98,34.16,31.06,31.56,31.05,1.14,2.84,-240.93,12.47,22381632000.0,22381632000.0,0.0,0.0,90.94,100.94
56,001203,大中矿业,46.39,10.01,4.22,193176.0,876118529.16,8.77,46.39,42.69,43.01,42.17,0.59,1.48,89.82,10.92,71119601380.0,60584139520.0,0.0,0.0,52.1,51.35
57,603933,睿能科技,24.95,10.01,2.27,218621.0,521948863.0,11.33,24.95,22.38,22.8,22.68,1.55,10.53,95.31,3.92,5178237146.0,5178237146.0,0.0,0.0,5.85,-4.26
58,600549,厦门钨业,61.88,10.01,5.63,991894.0,5907601455.0,10.81,61.88,55.8,56.3,56.25,1.9,6.38,42.51,5.71,98239810913.0,96157310922.0,0.0,0.0,26.21,50.71
59,603322,超讯通信,36.26,10.01,3.3,190619.0,677820100.0,9.98,36.26,32.97,33.05,32.96,3.99,12.1,71.58,19.83,5714097223.0,5714097223.0,0.0,0.0,-10.6,-5.47
60,603906,龙蟠科技,25.05,10.01,2.28,235643.0,585883415.0,4.17,25.05,24.1,24.1,22.77,0.51,4.17,-99.47,6.07,17161226520.0,14155226520.0,0.0,0.0,28.33,25.19
61,002213,大为股份,38.34,10.01,3.49,433753.0,1592370783.66,12.83,38.34,33.87,34.89,34.85,0.86,21.0,-582.85,16.72,9105171833.0,7919398601.0,0.0,0.0,32.39,47.58
62,002940,昂利康,35.6,10.01,3.24,194129.0,672459641.54,12.89,35.6,31.43,31.61,32.36,1.14,10.48,69.33,4.51,7181523422.0,6595806625.0,0.0,0.0,-3.6,6.21
63,002929,润建股份,65.29,10.01,5.94,283232.0,1766911867.64,10.61,65.29,58.99,59.01,59.35,1.13,13.45,2161.25,2.93,18547784554.0,13747510910.0,0.0,0.0,41.75,64.0
64,002875,安奈儿,20.99,10.01,1.91,181775.0,372881547.64,10.53,20.99,18.98,18.98,19.08,3.9,9.96,-53.46,6.96,4471224143.0,3829343436.0,0.0,0.0,19.46,26.75
65,002580,圣阳股份,27.8,10.01,2.53,670389.0,1830774754.19,6.09,27.8,26.26,26.57,25.27,0.49,14.82,59.09,5.42,12617558005.0,12575018640.0,0.0,0.0,114.34,123.47
66,002468,申通快递,18.03,10.01,1.64,1284360.0,2307604154.47,5.06,18.03,17.2,18.0,16.39,6.36,8.75,20.16,2.52,27600363053.0,26453615387.0,0.0,0.0,34.35,34.35
67,000070,特发信息,20.77,10.01,1.89,2125485.0,4271344487.24,12.5,20.77,18.41,18.61,18.88,1.22,23.92,1753.99,12.4,18700160665.0,18457859756.0,0.0,0.0,73.52,76.92
68,000815,美利云,22.21,10.0,2.02,774701.0,1689222895.74,10.15,22.21,20.16,20.18,20.19,0.56,11.14,358.08,11.43,15441792007.0,15441792007.0,0.0,0.0,85.86,98.48
69,000657,中钨高新,51.9,10.0,4.72,1247225.0,6131238234.97,13.35,51.9,45.6,47.61,47.18,1.52,8.58,92.34,12.15,118259568360.0,75406825250.0,0.0,0.0,54.69,87.3
70,002491,通鼎互联,15.62,10.0,1.42,2606339.0,3897876535.1,13.31,15.62,13.73,13.95,14.2,0.91,22.15,-220.1,7.74,19212514090.0,18376443765.0,0.0,0.0,159.47,160.33
71,605287,德才股份,46.98,10.0,4.27,51849.0,237458948.0,8.9,46.98,43.18,43.56,42.71,0.75,3.7,100.53,4.24,6577200000.0,6577200000.0,0.0,0.0,52.73,81.25
72,603920,世运电路,58.86,10.0,5.35,134900.0,794022636.0,0.0,58.86,58.86,58.86,53.51,0.33,1.87,50.88,6.35,42414063779.0,42414063779.0,0.0,0.0,10.2,21.59
73,603897,长城科技,50.6,10.0,4.6,113086.0,566692555.0,9.78,50.6,46.1,46.1,46.0,0.67,5.48,36.45,4.34,10445645459.0,10445645459.0,0.0,0.0,88.81,86.03
74,603985,恒润股份,24.54,10.0,2.23,576611.0,1366587851.0,9.68,24.54,22.38,22.63,22.31,1.05,13.08,129.59,3.31,10818655394.0,10818655394.0,0.0,0.0,55.51,61.02
75,605060,联德股份,58.95,10.0,5.36,87881.0,504018302.0,10.06,58.95,53.56,53.56,53.59,0.79,3.68,62.29,5.75,14182898400.0,14085536580.0,0.0,0.0,63.84,59.5
76,002771,真视通,18.37,10.0,1.67,219735.0,399113260.11,8.8,18.37,16.9,16.9,16.7,1.21,12.59,-60.58,6.37,3853366517.0,3205834212.0,0.0,0.0,14.53,21.41
77,002595,豪迈科技,89.02,10.0,8.09,61016.0,530158978.44,7.41,89.02,83.02,83.02,80.93,1.89,0.77,29.76,5.92,71216000000.0,70723542606.0,0.0,0.0,8.22,5.34
78,600847,万里股份,14.63,10.0,1.33,89900.0,128263341.0,10.53,14.63,13.23,13.41,13.3,2.31,5.86,-50.73,4.36,2242594662.0,2242594662.0,0.0,0.0,18.08,25.9
79,003041,真爱美家,57.97,10.0,5.27,51985.0,292970070.3,8.01,57.97,53.75,54.0,52.7,1.49,3.8,27.18,5.7,8347680000.0,7931652498.0,0.0,0.0,-17.7,6.7
80,002859,洁美科技,46.33,10.0,4.21,160315.0,723150151.79,10.0,46.33,42.12,42.12,42.12,2.04,3.95,85.17,6.81,19978725181.0,18805317719.0,0.0,0.0,55.78,67.86
81,002850,科达利,205.59,10.0,18.69,53359.0,1070774511.17,7.26,205.59,192.02,194.83,186.9,1.15,2.68,32.14,4.29,56691456480.0,40928605969.0,0.0,0.0,27.16,30.24
82,603052,可川科技,75.77,10.0,6.89,64468.0,474960217.0,10.99,75.77,68.2,68.8,68.88,0.61,3.43,428.72,13.09,14236977057.0,14236977057.0,0.0,0.0,68.98,140.16
83,002990,盛视科技,46.32,10.0,4.21,239453.0,1080677385.52,10.09,46.32,42.07,42.42,42.11,1.25,17.63,142.17,4.87,12128991032.0,6290191754.0,0.0,0.0,50.78,63.62
84,600507,方大特钢,6.05,10.0,0.55,926888.0,547827758.0,9.27,6.05,5.54,5.54,5.5,4.55,4.01,14.85,1.38,13994786735.0,13994786735.0,0.0,0.0,2.54,2.72
85,002209,达 意 隆,16.5,10.0,1.5,111155.0,176343765.56,10.53,16.5,14.92,15.11,15.0,2.85,7.11,23.86,4.0,3283979325.0,2579163230.0,0.0,0.0,2.42,2.36
86,002263,大东南,5.17,10.0,0.47,2780645.0,1426137395.21,10.0,5.17,4.7,4.7,4.7,0.61,14.8,604.0,3.51,9711121717.0,9711044167.0,0.0,0.0,50.29,55.26
87,001230,劲旅环境,27.72,10.0,2.52,52520.0,141368619.21,10.71,27.72,25.02,25.19,25.2,2.56,6.69,22.33,1.93,3717974300.0,2177579804.0,0.0,0.0,21.1,27.21
88,001268,联合精密,31.34,10.0,2.85,28010.0,86245477.6,9.48,31.34,28.64,28.68,28.49,2.8,4.45,42.61,3.29,3382630688.0,1972330688.0,0.0,0.0,-8.63,-11.79
89,002008,大族激光,86.67,10.0,7.88,502765.0,4261162779.51,11.25,86.67,77.81,77.81,78.79,1.0,5.26,75.01,5.16,89235727371.0,82919562198.0,0.0,0.0,107.49,110.42
90,600749,西藏旅游,19.93,9.99,1.81,390776.0,747696936.0,11.2,19.93,17.9,17.95,18.12,1.5,17.22,104.2,4.2,4523422754.0,4523422754.0,0.0,0.0,14.74,16.69
91,600875,东方电气,42.04,9.99,3.82,1521451.0,6264284267.0,8.29,42.04,38.87,38.87,38.22,1.52,6.72,37.95,3.21,145389468105.0,95151931654.0,0.0,0.0,63.07,73.15
92,002237,恒邦股份,16.51,9.99,1.5,585171.0,935747405.33,9.39,16.51,15.1,15.25,15.01,2.61,4.91,37.02,1.78,23608811436.0,19685797692.0,0.0,0.0,13.71,23.03
93,600683,京投发展,10.9,9.99,0.99,242846.0,261611125.0,7.06,10.9,10.2,10.4,9.91,1.09,3.28,-16.2,-62.45,8074475807.0,8074475807.0,0.0,0.0,148.86,155.27
94,002757,南兴股份,22.79,9.99,2.07,291035.0,644482451.04,9.75,22.79,20.77,20.88,20.72,3.19,10.32,55.0,3.37,6733440257.0,6428008860.0,0.0,0.0,-8.88,17.05
95,002802,洪汇新材,14.87,9.99,1.35,118459.0,171027798.48,9.99,14.87,13.52,13.52,13.52,2.23,7.91,65.79,4.28,2695126384.0,2225789288.0,0.0,0.0,16.54,19.53
96,000762,西藏矿业,37.11,9.99,3.37,776613.0,2797356324.75,9.66,37.11,33.85,34.06,33.74,1.28,14.91,-639.75,6.61,19327601996.0,19326910934.0,0.0,0.0,27.48,41.26
97,603220,中贝通信,31.93,9.99,2.9,887498.0,2713583249.0,11.02,31.93,28.73,28.73,29.03,1.97,20.44,151.03,6.96,17125557188.0,13865956093.0,0.0,0.0,33.49,49.91
98,603315,福鞍股份,16.84,9.99,1.53,323560.0,530400198.0,10.84,16.84,15.18,15.18,15.31,1.22,10.1,94.31,3.18,5394967886.0,5394967886.0,0.0,0.0,11.45,8.44
99,002297,博云新材,16.08,9.99,1.46,1297767.0,2086259737.46,1.03,16.08,15.93,16.08,14.62,9.05,22.64,148.99,4.33,9215525490.0,9215525490.0,0.0,0.0,34.79,34.34
100,605166,聚合顺,11.13,9.98,1.01,133337.0,144404180.0,9.88,11.13,10.13,10.13,10.12,2.42,4.24,24.18,1.79,3502975396.0,3502975396.0,0.0,0.0,5.6,7.33
101,605336,帅丰电器,15.65,9.98,1.42,87325.0,132309261.0,12.02,15.65,13.94,14.19,14.23,2.12,4.76,730.87,1.54,2870404843.0,2870404843.0,0.0,0.0,-11.48,-0.57
102,002333,罗普斯金,6.39,9.98,0.58,614196.0,377858516.9,11.7,6.39,5.71,5.8,5.81,4.36,9.22,73.53,2.25,4312769472.0,4258995469.0,0.0,0.0,8.86,13.7
103,603032,德新科技,22.15,9.98,2.01,316990.0,678961245.0,10.68,22.15,20.0,20.0,20.14,2.79,13.68,121.39,4.53,5165986910.0,5131336336.0,0.0,0.0,13.88,15.61
104,600768,宁波富邦,17.52,9.98,1.59,109574.0,189692096.0,5.15,17.52,16.7,16.7,15.93,1.39,8.19,40.0,5.45,2343250944.0,2343250944.0,0.0,0.0,17.66,25.14
105,603687,大胜达,19.84,9.98,1.8,1582411.0,3121749746.0,6.54,19.84,18.66,19.0,18.04,2.29,28.77,90.01,3.35,10912632182.0,10912632182.0,0.0,0.0,91.14,108.18
106,002062,宏润建设,8.05,9.97,0.73,270844.0,211432496.46,10.66,8.05,7.27,7.31,7.32,1.81,2.41,30.66,1.96,9960030656.0,9053842728.0,0.0,0.0,-11.05,-12.97
107,603878,武进不锈,8.27,9.97,0.75,236188.0,187433651.0,10.11,8.27,7.51,7.51,7.52,2.64,4.21,59.45,1.77,4640612360.0,4640612360.0,0.0,0.0,0.12,-10.69
108,600284,浦东建设,7.5,9.97,0.68,440139.0,315370992.0,10.41,7.5,6.79,6.81,6.82,4.97,4.54,20.6,0.92,7276920000.0,7276920000.0,0.0,0.0,-16.01,-10.71
109,002033,丽江股份,10.93,9.96,0.99,1070901.0,1104413735.26,11.27,10.93,9.81,9.93,9.94,4.14,19.49,28.13,2.35,6005933471.0,6005818378.0,0.0,0.0,17.4,19.45
110,605388,均瑶健康,8.06,9.96,0.73,597826.0,463711610.0,13.23,8.06,7.09,7.33,7.33,4.1,9.96,-1532.37,2.82,4839901040.0,4839901040.0,0.0,0.0,7.32,8.33
111,600666,奥瑞德,6.85,9.95,0.62,5720820.0,3772620028.0,9.79,6.85,6.24,6.25,6.23,0.96,22.86,133.3,18.85,18847414649.0,17140436242.0,0.0,0.0,82.67,103.87
112,000570,苏常柴Ａ,6.74,9.95,0.61,599122.0,387829439.83,10.44,6.74,6.1,6.19,6.13,2.47,10.78,93.59,1.38,4756367497.0,3745367497.0,0.0,0.0,19.72,21.22
113,000546,金圆股份,7.08,9.94,0.64,618612.0,424915667.08,9.78,7.08,6.45,6.45,6.44,1.36,8.88,-40.54,1.36,5505749695.0,4932672858.0,0.0,0.0,1.87,10.97
114,002421,达实智能,2.9,9.85,0.26,1248514.0,355011572.5,9.85,2.9,2.64,2.65,2.64,1.65,6.22,-11.12,2.07,6149686753.0,5819408265.0,0.0,0.0,-6.45,1.75
115,301309,万得凯,35.4,9.7,3.13,79971.0,272556793.31,14.5,36.2,31.52,32.27,32.27,1.65,13.2,31.93,2.2,3558917760.0,2144563860.0,-0.08,-0.08,21.48,26.34
116,300604,长川科技,154.09,9.12,12.88,307524.0,4617869922.21,9.41,154.51,141.22,141.22,141.21,1.51,6.28,84.72,22.6,97757564231.0,75422653419.0,0.14,0.07,25.47,52.1
117,300438,鹏辉能源,68.58,9.05,5.69,665383.0,4443878883.61,11.08,69.96,62.99,64.11,62.89,1.48,16.46,226.01,6.63,34519287629.0,27717583442.0,0.01,0.01,35.27,28.86
118,688548,广钢气体,26.01,9.01,2.15,374339.0,944352699.0,10.18,26.25,23.82,24.15,23.86,1.95,5.42,119.94,5.72,34317555531.0,17978346142.0,-0.12,0.19,33.66,78.89
119,301345,涛涛车业,241.67,8.99,19.93,31882.0,760261575.2,10.73,246.48,222.69,223.0,221.74,2.13,9.1,32.28,7.28,26353888989.0,8465638716.0,-0.55,-0.86,4.48,-3.84
120,301636,泽润新能,77.37,8.99,6.38,63269.0,479742122.25,16.28,80.89,69.33,70.67,70.99,2.55,39.62,69.99,4.58,4941453466.0,1235363386.0,0.01,0.0,52.66,58.22
121,603629,利通电子,95.85,8.98,7.9,555692.0,5226976537.0,10.01,96.75,87.95,87.95,87.95,1.39,21.63,87.32,13.34,25143372000.0,24619264200.0,0.03,0.05,243.18,259.66
122,300689,澄天伟业,51.69,8.98,4.26,64948.0,333380785.35,15.31,54.5,47.24,47.42,47.43,3.19,6.42,360.77,8.65,5975364000.0,5230106574.0,-0.02,-0.04,5.51,14.99
123,300231,银信科技,11.68,8.96,0.96,488608.0,554782560.05,9.7,11.76,10.72,10.72,10.72,1.88,11.0,73.87,3.19,5189364315.0,5189097836.0,0.09,0.09,3.73,10.92
124,300491,通合科技,27.75,8.95,2.28,174233.0,471152914.14,9.89,28.05,25.53,25.65,25.47,1.87,11.17,121.41,4.04,4874929885.0,4328710817.0,0.04,-0.04,-1.07,10.43
125,301004,嘉益股份,51.95,8.91,4.25,23335.0,118156275.02,9.41,51.99,47.5,47.6,47.7,2.85,1.71,15.46,4.35,7574634064.0,7070776884.0,-0.02,0.21,-1.72,-0.19
126,688677,海泰新光,75.7,8.76,6.1,93672.0,686721242.0,9.97,76.2,69.26,69.26,69.6,0.93,7.81,52.88,6.73,9074688900.0,9074688900.0,-0.13,-0.3,56.6,75.39
127,301012,扬电科技,32.82,8.75,2.64,255027.0,820942850.93,12.09,33.55,29.9,30.18,30.18,2.91,12.95,139.8,5.54,6464232517.0,6464232517.0,0.18,0.03,19.17,24.08
128,300696,爱乐达,34.26,8.56,2.7,172560.0,587013837.66,10.93,35.0,31.55,31.86,31.56,1.75,6.49,161.12,5.31,10043421198.0,9109276321.0,-0.03,-0.03,11.38,7.36
129,300214,日科化学,8.02,8.53,0.63,307465.0,239915121.78,8.93,8.08,7.42,7.49,7.39,3.01,6.61,696.28,1.54,3728518964.0,3728518964.0,0.0,-0.12,14.9,20.06
130,688479,友车科技,35.28,8.49,2.76,44366.0,155571369.0,11.04,36.13,32.54,32.54,32.52,2.19,7.12,119.32,2.72,5091517872.0,2198557872.0,0.0,0.0,69.21,87.36
131,300687,赛意信息,20.58,8.43,1.6,223524.0,451899878.87,12.07,21.29,19.0,19.15,18.98,4.42,6.79,228.28,3.04,8405110934.0,6772598915.0,0.0,-0.1,-26.34,-10.4
132,688802,沐曦股份-U,736.74,8.36,56.84,47517.0,3378176171.0,10.45,736.74,665.7,670.0,679.9,2.21,26.2,-373.39,22.39,294769674000.0,13363706968.0,0.1,0.2,18.64,27.0
133,920493,并行科技,160.99,8.35,12.4,39208.0,614106788.35,9.2,162.35,148.68,150.0,148.59,2.28,8.95,786.76,21.57,9612617111.0,7050790164.0,0.0,0.17,-2.42,21.46
134,300502,新易盛,537.5,8.15,40.52,418603.0,21855620324.57,8.84,539.93,496.0,497.0,496.98,1.06,4.73,63.33,36.78,534280005200.0,475912783450.0,-0.44,-0.01,40.27,24.74
135,301283,聚胶股份,49.9,8.1,3.74,35164.0,172443057.27,7.67,50.69,47.15,47.71,46.16,4.18,5.56,20.99,2.37,4012849318.0,3157514815.0,-0.16,-0.14,0.71,4.44
136,301053,远信工业,61.36,8.05,4.57,99935.0,593560785.75,10.34,62.23,56.36,56.99,56.79,1.08,11.48,293.96,7.6,5766357358.0,5342859904.0,0.2,-0.03,65.93,73.82
137,301002,崧盛股份,40.52,8.02,3.01,71811.0,285529424.0,8.8,40.9,37.6,37.89,37.51,2.2,8.45,593.98,6.35,5467634193.0,3443599332.0,-0.32,-0.12,5.38,11.29
