序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,300750,宁德时代,453.98,5.33,285.17 亿
2,300308,中际旭创,809.61,3.8,227.50 亿
3,300502,新易盛,537.5,8.15,218.56 亿
4,300394,天孚通信,355.57,7.53,167.99 亿
5,688525,佰维存储,286.8,0.49,125.94 亿
6,300476,胜宏科技,303.5,2.73,120.46 亿
7,002475,立讯精密,60.45,2.84,119.04 亿
8,002384,东山精密,149.55,2.57,118.43 亿
9,603986,兆易创新,286.73,4.65,114.32 亿
10,688521,芯原股份,244.7,-3.75,111.79 亿
11,601138,工业富联,59.32,2.59,106.51 亿
12,300058,蓝色光标,17.2,4.69,104.76 亿
13,300857,协创数据,319.0,13.65,102.63 亿
14,688256,寒武纪,1307.0,2.59,101.07 亿
15,002361,神剑股份,19.26,3.88,89.92 亿
16,000988,华工科技,112.32,0.02,89.07 亿
17,300390,天华新能,85.68,11.37,88.71 亿
18,300274,阳光电源,133.9,0.01,87.24 亿
19,001309,德明利,516.8,3.11,85.64 亿
20,600105,永鼎股份,39.47,5.14,77.89 亿
