序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,300750,宁德时代,453.98,5.33,285.17 亿
15,002361,神剑股份,19.26,3.88,89.92 亿
17,300390,天华新能,85.68,11.37,88.71 亿
