序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300738,奥飞数据,25.94,10.85,2.54,1572379,39.31 亿,10.47,25.97,23.52,23.6,23.4,15.97,131.78,7.27,东数西算
2,300911,亿田智能,36.16,10.08,3.31,127544,4.53 亿,14.28,37.37,32.68,32.8,32.85,7.44,-44.84,5.65,东数西算
3,002929,润建股份,65.29,10.01,5.94,283232,17.67 亿,10.61,65.29,58.99,59.01,59.35,13.45,2161.25,2.93,东数西算
4,000070,特发信息,20.77,10.01,1.89,2125485,42.71 亿,12.5,20.77,18.41,18.61,18.88,23.92,1753.99,12.4,东数西算
5,000815,美利云,22.21,10.0,2.02,774701,16.89 亿,10.15,22.21,20.16,20.18,20.19,11.14,358.08,11.43,东数西算
6,603985,恒润股份,24.54,10.0,2.23,576611,13.67 亿,9.68,24.54,22.38,22.63,22.31,13.08,129.59,3.31,东数西算
7,002757,南兴股份,22.79,9.99,2.07,291035,6.44 亿,9.75,22.79,20.77,20.88,20.72,10.32,55.0,3.37,东数西算
8,600666,奥瑞德,6.85,9.95,0.62,5720820,37.73 亿,9.79,6.85,6.24,6.25,6.23,22.86,133.3,18.85,东数西算
9,300214,日科化学,8.02,8.53,0.63,307465,2.40 亿,8.93,8.08,7.42,7.49,7.39,6.61,696.28,1.54,东数西算
10,920493,并行科技,160.99,8.35,12.4,39208,6.14 亿,9.2,162.35,148.68,150.0,148.59,8.95,786.76,21.57,东数西算
11,600673,东阳光,35.54,6.41,2.14,909676,32.07 亿,9.49,36.6,33.43,33.43,33.4,3.03,388.28,11.55,东数西算
12,300442,润泽科技,95.78,6.12,5.52,765044,72.45 亿,8.55,97.98,90.26,90.26,90.26,4.69,67.21,10.96,东数西算
13,300605,恒锋信息,14.88,5.98,0.84,80668,1.17 亿,6.91,14.97,14.0,14.16,14.04,6.38,176.66,5.13,东数西算
14,603138,海量数据,21.49,5.6,1.14,188243,3.99 亿,6.49,21.67,20.35,20.35,20.35,6.53,-37.8,7.81,东数西算
15,300052,中青宝,13.78,5.51,0.72,572162,7.82 亿,9.04,14.33,13.15,13.38,13.06,21.85,-99.18,9.55,东数西算
