序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3867.0336,2.667,0.069,3864.3671,3839.6654,3884.4352,3839.6654,614255215.0,1258148128160,12581.48亿
2,sz399001,深证成指,14061.436,-202.855,-1.422,14264.291,14169.971,14360.366,13988.506,68136633435.0,1395196955422,13951.97亿
3,Total,沪深总成交额,,,,,,,,,2653345083582,26533.45亿
