序号,代码,名称,最新价,涨跌幅,成交额(亿元)
5,000938,紫光股份,44.9,8.3,241.52亿
8,002156,通富微电,74.9,8.08,186.36亿
9,000063,中兴通讯,37.5,7.51,179.89亿
11,000977,浪潮信息,90.47,2.04,176.95亿
17,688347,华虹宏力,390.06,-1.94,133.49亿
