序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sz300308,中际旭创,873.0,-5.724,239.37亿
2,sz300502,新易盛,401.9,-4.988,130.37亿
3,sz000636,风华高科,58.9,5.197,128.48亿
4,sh600176,中国巨石,45.29,1.411,111.57亿
5,sz002384,东山精密,185.11,-4.789,104.97亿
6,sh688825,长鑫科技,54.49,-3.949,104.96亿
7,sh603986,兆易创新,356.88,-3.889,94.98亿
8,sz300408,三环集团,125.83,1.182,94.45亿
9,sz300750,宁德时代,337.11,1.997,88.72亿
10,sh688256,寒武纪,1040.0,0.0,85.47亿
11,sz300394,天孚通信,256.96,-1.909,84.21亿
12,sh600183,生益科技,146.0,-1.637,79.97亿
13,sz300285,国瓷材料,65.8,4.827,73.05亿
14,sh600487,亨通光电,63.2,-3.127,71.13亿
15,sh601869,长飞光纤,459.66,-3.023,69.78亿
16,sz002636,金安国纪,82.5,0.049,69.10亿
17,sh603259,药明康德,158.86,5.038,68.69亿
18,sz002475,立讯精密,52.78,-4.712,64.20亿
19,sh600869,远东股份,24.36,-3.905,62.86亿
20,sh600522,中天科技,33.9,-1.711,61.95亿
