序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,闽东电力,000993,4,4天4板,10.014410018920898,15.27,8.46亿,69.93亿,69.93亿,12.25155258178711,90001654,093024,100127,2,电力
2,超声电子,000823,3,6天4板,10.0145845413208,22.63,24.91亿,134.63亿,134.64亿,19.251689910888672,263328314,094048,094048,0,元件
3,中新赛克,002912,3,3天3板,9.995746612548828,25.86,4446.91万,41.95亿,44.16亿,1.060028314590454,249636717,092500,092500,0,计算机设
4,凯盛新能,600876,3,3天3板,10.0,9.57,3.81亿,37.87亿,61.79亿,10.414107322692871,8260824,095920,145444,5,玻璃玻纤
5,通达股份,002560,2,2天2板,10.029069900512695,7.57,5.92亿,47.94亿,55.66亿,12.42318344116211,70757395,093009,093430,1,电网设备
6,正和生态,605069,2,2天2板,10.0,12.65,6034.53万,26.78亿,26.78亿,2.253391742706299,39458133,092501,092501,0,环境治理
7,中视传媒,600088,2,2天2板,10.0,14.74,6.06亿,58.62亿,58.62亿,10.782731056213379,33108988,093013,133455,1,影视院线
8,双星新材,002585,2,2天2板,10.0401611328125,10.96,11.04亿,97.17亿,125.09亿,11.447303771972656,159052462,093039,093206,2,塑料
9,澳弘电子,605058,2,2天2板,9.996997833251953,36.64,5.55亿,52.37亿,52.37亿,11.206857681274414,28614777,131203,133818,7,元件
10,三力制药,603439,2,2天2板,9.968101501464844,13.79,4.21亿,55.69亿,55.69亿,7.7929606437683105,79750203,095101,095101,0,中药Ⅱ
11,众泰汽车,000980,2,5天4板,9.905660629272461,2.33,11.73亿,117.49亿,117.49亿,10.278755187988281,133851277,094106,095821,2,汽车零部
12,山子高科,000981,1,首板,10.038609504699707,2.85,7.73亿,271.13亿,284.93亿,2.8510382175445557,454003010,092500,092500,0,汽车零部
13,永信至诚,688244,1,首板,20.0,16.44,1.19亿,24.82亿,24.82亿,4.819814205169678,20439950,093002,095441,1,软件开发
14,博汇科技,688004,1,首板,19.97896957397461,22.82,3215.32万,18.28亿,18.28亿,1.7593059539794922,149450188,092501,092501,0,IT服务Ⅱ
15,天融信,002212,1,首板,9.955423355102539,7.4,4.07亿,86.35亿,87.28亿,4.713720321655273,174762640,092500,092500,0,软件开发
16,春光科技,603657,1,首板,9.985984802246094,31.39,1.46亿,42.44亿,42.44亿,3.5036468505859375,10820133,093521,094106,4,家电零部
17,欧亚集团,600697,1,首板,10.045248985290527,12.16,1.23亿,18.89亿,19.35亿,6.585775852203369,30268550,093333,093351,1,一般零售
18,豫能控股,001896,1,首板,9.991532325744629,12.99,21.70亿,198.20亿,198.20亿,11.083480834960938,110372133,093903,131354,7,电力
19,海马汽车,000572,1,首板,9.898476600646973,4.33,2.28亿,71.11亿,71.21亿,3.263591766357422,82216251,093642,093642,0,乘用车
20,安凯客车,000868,1,首板,10.14084529876709,3.91,5803.66万,36.73亿,36.74亿,1.6105539798736572,43678688,094024,094024,0,商用车
21,国安股份,000839,1,首板,9.893993377685547,3.11,5.58亿,121.91亿,121.91亿,4.582824230194092,157861575,093000,093000,0,通信服务
22,桂林旅游,000978,1,6天5板,10.030394554138184,10.86,16.90亿,50.84亿,50.84亿,33.71894836425781,44825736,093009,142627,8,旅游及景
23,启明信息,002232,1,首板,10.00719928741455,15.28,1.19亿,62.43亿,62.43亿,1.9233919382095337,22230872,093103,093103,0,IT服务Ⅱ
24,科森科技,603626,1,首板,9.977949142456055,19.95,7.88亿,110.70亿,110.70亿,7.303708076477051,89307990,095013,095410,1,消费电子
25,三人行,605168,1,首板,10.010976791381836,50.11,4.10亿,105.64亿,105.64亿,3.9812028408050537,70846971,094854,095409,2,广告营销
26,宏盛股份,603090,1,首板,9.990972518920898,36.55,2.37亿,36.55亿,36.55亿,6.707352161407471,38684520,094845,094845,0,通用设备
27,康达新材,002669,1,首板,10.0,13.75,3.85亿,41.62亿,41.72亿,9.453493118286133,96635000,095848,095848,0,化学制品
28,高凯技术,688835,1,首板,20.00074005126953,324.41,11.28亿,60.93亿,324.25亿,19.55741310119629,64891407,095850,100329,1,专用设备
29,瑞玛精密,002976,1,首板,10.008554458618164,25.72,3.45亿,31.31亿,50.05亿,11.260968208312988,33431421,095948,112327,3,汽车零部
30,莲花控股,600186,1,首板,10.016695022583008,13.18,36.40亿,235.81亿,236.29亿,15.94977855682373,140977273,100236,135230,1,调味发酵
31,天通股份,600330,1,首板,10.007277488708496,30.23,23.43亿,372.87亿,372.87亿,6.564338207244873,318041153,095725,095725,0,电子化学
32,柘中股份,002346,1,首板,9.988901138305664,19.82,2.53亿,87.52亿,87.52亿,2.9723777770996094,86942154,100512,100512,0,电网设备
33,黄河旋风,600172,1,首板,9.980039596557617,16.53,48.93亿,212.29亿,238.39亿,23.742229461669922,177338055,101014,133117,8,通用设备
34,贤丰控股,002141,1,首板,9.936908721923828,6.97,14.38亿,72.00亿,72.00亿,20.483217239379883,45351002,101909,135051,1,元件
35,津药药业,600488,1,3天2板,10.09345817565918,5.89,6.72亿,64.31亿,64.31亿,10.937325477600098,59174686,101920,101920,0,化学制药
36,满坤科技,301132,1,首板,20.004112243652344,58.37,8.98亿,55.30亿,86.44亿,17.51297378540039,13534076,102306,135948,4,元件
37,中京电子,002579,1,6天3板,10.011709213256836,18.79,26.37亿,109.63亿,115.11亿,25.490859985351562,195703205,102600,102600,0,元件
38,万邦医药,301520,1,首板,20.0,63.6,7.49亿,20.80亿,59.26亿,38.712215423583984,42318104,102945,132642,2,医疗服务
39,恒盛能源,605580,1,首板,10.023309707641602,23.6,3.56亿,66.08亿,66.08亿,5.622321605682373,74734120,100509,100703,2,电力
40,澳洋健康,002172,1,6天3板,10.087719917297363,5.02,11.65亿,38.41亿,38.44亿,31.51224136352539,37348062,104800,141757,1,医疗服务
41,科翔股份,300903,1,首板,20.0,108.3,35.09亿,380.54亿,471.52亿,9.933148384094238,35185478,105136,105136,0,元件
42,蒙娜丽莎,002918,1,首板,9.962406158447266,11.7,3.65亿,25.06亿,47.83亿,15.094036102294922,38453220,110703,142730,2,家居用品
43,近岸蛋白,688137,1,首板,20.0,76.8,6.48亿,53.70亿,53.70亿,13.02748966217041,52655692,105214,132859,2,生物制品
44,马矿股份,601123,1,首板,10.026211738586426,16.79,4.64亿,16.09亿,207.29亿,29.973173141479492,66538853,111444,111723,1,冶钢原料
45,爱普股份,603020,1,首板,10.049261093139648,11.17,1.74亿,41.96亿,41.96亿,4.284446716308594,40140512,112433,112433,0,化学制品
46,三星电气,601567,1,首板,10.015527725219727,14.17,4.81亿,199.12亿,199.12亿,2.4972410202026367,50678098,130311,130414,1,电网设备
47,中旗新材,001212,1,首板,9.98743724822998,35.02,1.99亿,63.26亿,70.38亿,3.248915195465088,37296300,111236,111236,0,装修建材
