序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sh688256,寒武纪,1825.0,7.355,368.53 亿
2,sz300308,中际旭创,856.0,-0.175,267.57 亿
3,sz300502,新易盛,522.48,-0.63,221.91 亿
4,sh688008,澜起科技,198.98,14.818,219.18 亿
5,sz300750,宁德时代,460.0,5.505,216.80 亿
6,sh688041,海光信息,344.41,16.257,212.40 亿
7,sz002384,东山精密,191.88,2.758,197.49 亿
8,sh688525,佰维存储,311.12,17.368,181.43 亿
9,sz300394,天孚通信,316.16,2.816,175.50 亿
10,sz300476,胜宏科技,325.92,-0.782,172.51 亿
11,sh601138,工业富联,63.08,0.318,167.37 亿
12,sh688981,中芯国际,123.1,3.681,161.77 亿
13,sz002475,立讯精密,67.08,0.119,146.08 亿
14,sh603986,兆易创新,344.29,10.0,144.65 亿
15,sh688521,芯原股份,278.6,-0.812,136.97 亿
16,sz000988,华工科技,125.19,4.735,136.50 亿
17,sh600487,亨通光电,71.8,9.285,135.41 亿
18,sh601899,紫金矿业,34.21,2.733,134.71 亿
19,sh603019,中科曙光,99.8,7.358,134.22 亿
20,sz300475,香农芯创,194.66,11.425,131.66 亿
