序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4160.1737,48.014,1.168,4112.1593,4135.4505,4166.1469,4129.9108,701177480.0,1465903193400,14659.03 亿
2,sz399001,深证成指,15459.616,352.063,2.33,15107.553,15323.192,15534.666,15254.987,82624867664.0,1760931025004,17609.31 亿
3,Total,沪深总成交额,,,,,,,,,3226834218404,32268.34 亿
