序号,代码,名称,最新价,涨跌幅,成交额(亿元)
6,sh688041,海光信息,344.41,16.257,212.40 亿
14,sh603986,兆易创新,344.29,10.0,144.65 亿
17,sh600487,亨通光电,71.8,9.285,135.41 亿
