序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4120.2806,9.467,0.23,4110.8134,4103.4817,4133.0975,4093.0087,670459917.0,1618996555016,16189.97亿
2,sz399001,深证成指,16344.083,292.764,1.824,16051.319,16099.763,16359.62,16058.851,83052521217.0,1975283334006,19752.83亿
3,Total,沪深总成交额,,,,,,,,,3594279889022,35942.80亿
