序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sz300308,中际旭创,1323.4,0.855,496.55亿
2,sz300502,新易盛,610.49,9.939,405.88亿
3,sh603986,兆易创新,775.21,9.945,384.33亿
4,sz000725,京东方Ａ,7.52,6.365,275.60亿
5,sz300394,天孚通信,341.97,5.131,259.21亿
6,sh688008,澜起科技,279.16,4.754,253.54亿
7,sh688256,寒武纪,1505.0,3.579,237.99亿
8,sh688525,佰维存储,480.3,15.18,224.71亿
9,sh688041,海光信息,360.28,6.876,215.00亿
10,sz002384,东山精密,275.8,7.261,213.77亿
11,sh600522,中天科技,68.1,9.998,208.66亿
12,sh600487,亨通光电,123.0,3.344,196.23亿
13,sz300059,东方财富,21.11,4.609,189.16亿
14,sz002475,立讯精密,74.42,-0.839,187.57亿
15,sh688981,中芯国际,156.86,3.517,184.71亿
16,sz300476,胜宏科技,350.16,1.96,181.28亿
17,sz301308,江波龙,677.3,9.245,180.14亿
18,sz001309,德明利,891.0,10.0,176.68亿
19,sz300136,信维通信,116.73,13.198,170.88亿
20,sz300475,香农芯创,306.25,5.749,170.08亿
