序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,沃特股份,002886,2天1板,-6.29946231842041,29.6,34.75,19.23 亿,61.89 亿,77.91 亿,29.49493980407715,-0.1686340719461441,092500,1,16.935739517211914,塑料
2,红星发展,600367,2天1板,1.4103424549102783,30.2,32.76,24.23 亿,97.24 亿,103.02 亿,23.916471481323242,0.0,093049,1,9.23438549041748,化学原料
3,沃格光电,603773,2天1板,9.230937004089355,99.99,100.69,40.44 亿,224.64 亿,224.71 亿,18.12738609313965,0.0800720676779747,093112,11,4.282280921936035,光学光电
4,新中港,605162,0天0板,3.189493417739868,11.0,11.73,4.29 亿,46.45 亿,46.45 亿,9.093384742736816,0.36496350169181824,093412,1,11.538461685180664,电力
5,冰轮环境,000811,0天0板,4.942492961883545,33.76,35.39,28.09 亿,330.31 亿,335.06 亿,8.293930053710938,-0.1774098128080368,094221,2,8.268572807312012,通用设备
6,苏州固锝,002079,0天0板,5.205904960632324,13.54,14.16,21.93 亿,109.75 亿,122.96 亿,19.68194580078125,0.14792899787425995,094300,3,10.56721019744873,电池
7,太极实业,600667,0天0板,4.898266792297363,13.92,14.6,60.93 亿,291.14 亿,291.14 亿,20.50592613220215,-0.14347203075885773,094446,2,7.6865105628967285,工程咨询
8,华微电子,600360,0天0板,5.482041358947754,11.16,11.64,13.33 亿,107.17 亿,107.17 亿,12.203582763671875,0.0,094457,2,11.531190872192383,半导体
9,新洁能,605111,0天0板,6.759906768798828,68.7,70.79,42.99 亿,285.33 亿,285.33 亿,14.890631675720215,-0.014553922228515148,094535,6,10.007770538330078,半导体
10,华天科技,002185,3天2板,7.927155494689941,20.15,20.54,244.48 亿,658.14 亿,658.29 亿,37.06626510620117,-0.0496031790971756,094845,8,6.106052398681641,半导体
11,正泰电源,002150,0天0板,7.484848976135254,35.47,36.3,18.34 亿,127.18 亿,128.00 亿,14.548279762268066,-0.05635390430688858,095727,1,12.181818008422852,通用设备
12,中恒电气,002364,0天0板,5.716946125030518,56.77,59.07,47.55 亿,316.84 亿,319.94 亿,14.763967514038086,-0.4907975494861603,100106,6,9.497206687927246,其他电源
13,天通股份,600330,0天0板,8.1427583694458,31.21,31.75,78.07 亿,384.95 亿,384.95 亿,20.45119857788086,-0.19187720119953156,100759,11,12.993762969970703,电子化学
14,创达新材,920012,0天0板,25.0,84.6,87.98,5.35 亿,16.33 亿,41.72 亿,34.12594223022461,0.5347593426704407,101754,1,28.028959274291992,半导体
15,法狮龙,605318,0天0板,1.9186652898788452,97.74,105.49,4.74 亿,122.89 亿,122.89 亿,3.7182345390319824,0.6383854746818542,102115,1,10.542231559753418,装修建材
16,铖昌科技,001270,0天0板,7.450296878814697,154.03,157.69,28.04 亿,315.46 亿,317.48 亿,8.892354011535645,0.012986170127987862,102312,1,8.106034278869629,军工电子
17,镇海股份,603637,0天0板,4.443282604217529,19.98,21.04,6.11 亿,47.69 亿,47.69 亿,12.555074691772461,0.05007511377334595,102730,1,11.76163101196289,专业工程
18,健麾信息,605186,0天0板,8.270378112792969,27.23,27.67,5.25 亿,37.03 亿,37.03 亿,14.388749122619629,0.0,111655,2,12.84294319152832,自动化设
19,安彩高科,600207,0天0板,8.450703620910645,7.7,7.81,10.80 亿,83.88 亿,83.88 亿,13.263880729675293,-0.7731958627700806,132408,20,13.098591804504395,光伏设备
20,XD舍得酒,600702,0天0板,9.585299491882324,44.13,44.3,9.80 亿,146.78 亿,146.85 亿,6.846138000488281,-0.022655189037322998,134248,8,11.522225379943848,白酒Ⅱ
21,德龙汇能,000593,0天0板,5.217391014099121,21.78,22.77,7.20 亿,78.08 亿,78.11 亿,9.251171112060547,-0.045892611145973206,143012,1,12.318840980529785,燃气Ⅱ
22,康达新材,002669,0天0板,6.395736217498779,15.97,16.51,10.63 亿,48.34 亿,48.45 亿,22.337345123291016,-0.0625782236456871,143854,2,11.125916481018066,化学制品
