序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,920125,N鸿仕达,50.02,201.87,33.45,133644,6.60 亿,57.57,55.54,46.0,46.0,16.57,81.09,40.27,4.39,2026—季报扭亏
2,603906,龙蟠科技,32.56,6.93,2.11,911552,28.46 亿,12.32,33.25,29.5,30.44,30.45,16.13,-129.29,7.89,2026—季报扭亏
3,002460,赣锋锂业,84.99,6.4,5.11,970755,80.70 亿,8.0,86.26,79.87,79.95,79.88,8.01,110.48,3.95,2026—季报扭亏
4,301666,大普微-UW,234.5,5.64,12.51,109510,26.06 亿,14.42,252.0,220.0,220.03,221.99,41.3,-212.81,221.04,2026—季报扭亏
5,603032,德新科技,22.97,5.03,1.1,195269,4.44 亿,9.83,23.76,21.61,21.74,21.87,8.43,125.88,4.69,2026—季报扭亏
6,600955,维远股份,19.03,1.44,0.27,101449,1.92 亿,3.14,19.19,18.6,18.6,18.76,1.84,36.69,1.36,2026—季报扭亏
7,603026,石大胜华,104.06,1.27,1.3,215875,22.21 亿,6.08,105.75,99.5,101.2,102.76,9.28,1523.09,4.93,2026—季报扭亏
8,300363,博腾股份,21.38,0.05,0.01,117925,2.51 亿,4.59,21.8,20.82,21.11,21.37,2.36,104.24,2.17,2026—季报扭亏
9,300190,维尔利,4.02,-0.5,-0.02,170586,6806.76 万,1.73,4.03,3.96,4.03,4.04,1.81,-10.9,1.24,2026—季报扭亏
10,001309,德明利,489.88,-0.97,-4.81,132576,65.34 亿,3.68,500.82,482.6,491.0,494.69,8.22,161.44,33.99,2026—季报扭亏
11,300839,博汇股份,14.26,-3.84,-0.57,110639,1.59 亿,5.12,14.88,14.12,14.71,14.83,3.82,22.49,5.22,2026—季报扭亏
