序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4110.8134,4.562,0.111,4106.2517,4090.1001,4117.2848,4075.4921,644527518.0,1514193285000,15141.93亿
2,sz399001,深证成指,16051.319,197.123,1.243,15854.196,15782.399,16068.406,15730.163,79012956389.0,1770123594376,17701.24亿
3,Total,沪深总成交额,,,,,,,,,3284316879376,32843.17亿
