序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,001278,一彬科技,-9.992100715637207,22.79,3.04 亿,19.44 亿,28.20 亿,-56.08674240112305,15.136756896972656,1877896,143236,41051619,1,43,汽车零部
2,600860,京城股份,-10.0,14.22,10.82 亿,63.14 亿,77.85 亿,-211.47740173339844,16.422054290771484,6149339,144328,57978773,1,7,通用设备
3,001210,金房能源,-10.004257202148438,21.14,2.75 亿,20.15 亿,33.15 亿,24.662900924682617,13.409387588500977,6907283,142033,60996075,1,30,电力
4,600172,黄河旋风,-10.019646644592285,9.16,21.63 亿,116.91 亿,132.10 亿,-18.95281982421875,18.02987289428711,16228488,135924,193316385,1,1,通用设备
5,603127,昭衍新药,-10.006138801574707,29.32,8.55 亿,184.82 亿,219.71 亿,204.17506408691406,4.573061466217041,24945074,132133,66364142,1,7,医疗服务
6,603052,可川科技,-9.995322227478027,57.72,6.64 亿,108.45 亿,108.45 亿,326.59368896484375,5.94267463684082,25882975,131449,48812414,1,6,消费电子
7,600330,天通股份,-9.994711875915527,17.02,25.48 亿,209.93 亿,209.93 亿,274.6938171386719,11.93213176727295,28290984,130020,730981169,1,28,电子化学
8,688031,星环科技-U,-20.0,179.2,28.60 亿,217.08 亿,217.08 亿,-88.54075622558594,12.569575309753418,32283596,143332,426330159,1,2,软件开发
9,605255,天普股份,-9.995865821838379,108.86,3.11 亿,145.96 亿,145.96 亿,613.2481079101562,2.106727361679077,39755672,102445,74841248,1,4,汽车零部
10,002637,赞宇科技,-9.975062370300293,14.44,4841.15 万,63.93 亿,67.93 亿,33.79602813720703,0.7572678327560425,172190906,092500,365041756,1,0,化学制品
