序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,依顿电子,603328,2天1板,5.253456115722656,11.42,11.94,9.47亿,114.02亿,114.02亿,8.13907527923584,0.0,092502,2,6.728110313415527,元件
2,华智数媒,300426,0天0板,9.42760944366455,6.5,7.13,3.85亿,26.00亿,29.27亿,14.40637493133545,0.0,093000,1,12.626261711120605,影视院线
3,安德利,605198,0天0板,6.0484490394592285,68.73,71.29,4.75亿,185.94亿,229.69亿,2.548848867416382,0.0,093653,1,8.146890640258789,农产品加
4,药康生物,688046,2天1板,12.248574256896973,37.39,39.97,13.53亿,153.37亿,153.37亿,8.624618530273438,0.0,093712,2,11.798258781433105,医疗服务
5,永杉锂业,603399,0天0板,6.580644607543945,16.52,17.05,17.89亿,84.63亿,84.63亿,21.030908584594727,0.0,093959,2,7.741935729980469,能源金属
6,海正药业,600267,2天1板,8.619375228881836,14.24,14.42,24.50亿,168.07亿,168.07亿,14.623123168945312,0.0,094018,4,5.49199104309082,化学制药
7,金域医学,603882,0天0板,6.834656715393066,30.95,31.87,8.87亿,142.41亿,143.38亿,6.194283485412598,0.0,094546,2,9.389023780822754,医疗服务
8,近岸蛋白,688137,2天1板,17.508562088012695,54.9,56.06,4.35亿,38.38亿,38.38亿,11.391557693481445,0.0,094650,6,16.224315643310547,生物制品
9,富春染织,605189,0天0板,6.539682388305664,16.78,17.33,6.30亿,39.98亿,39.98亿,15.7319917678833,0.0,095747,2,11.936508178710938,纺织制造
10,普瑞眼科,301239,0天0板,13.943028450012207,38.0,40.02,4.28亿,53.98亿,56.86亿,7.996159076690674,0.0,100845,1,21.34932518005371,医疗服务
11,荣丰控股,000668,0天0板,7.6020402908325195,21.09,21.56,1.48亿,30.97亿,30.97亿,4.8279595375061035,0.0,110903,1,10.0,房地产开
12,百川股份,002455,0天0板,4.680850982666016,7.38,7.76,9.71亿,48.77亿,53.32亿,19.74310874938965,0.0,134942,1,8.226950645446777,化学制品
13,百合股份,603102,2天1板,5.97174072265625,39.75,41.26,2.20亿,25.44亿,25.44亿,9.248859405517578,0.0,142550,2,16.20901107788086,食品加工
14,晶华微,688130,0天0板,17.35763168334961,25.76,26.34,2.19亿,15.53亿,31.14亿,14.66301441192627,0.0,143605,2,14.25968074798584,半导体
