序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,宝鼎科技,002552,5,7天6板,10.0,52.36,12.35亿,192.95亿,203.15亿,6.4547319412231445,129915632,092500,101651,3,元件
2,百花医药,600721,5,5天5板,9.96204948425293,11.59,5932.52万,44.57亿,44.57亿,1.3310855627059937,449381874,092503,092503,0,医疗服务
3,开开实业,600272,3,3天3板,10.023130416870117,14.27,8425.46万,22.83亿,37.48亿,3.690199375152588,67479704,092501,092501,0,医药商业
4,瑞康医药,002589,2,2天2板,9.86842155456543,3.34,5.57亿,45.61亿,50.26亿,12.388507843017578,104287097,094100,094100,0,医药商业
5,先导基电,600641,2,2天2板,10.006393432617188,34.41,9.91亿,320.23亿,325.82亿,3.1177978515625,162371912,093243,093243,0,半导体
6,百普赛斯,301080,2,2天2板,20.0,77.7,22.65亿,98.55亿,130.29亿,23.30624008178711,3571869,093000,145021,30,生物制品
7,哈药股份,600664,2,2天2板,9.941520690917969,7.52,9.90亿,189.39亿,189.39亿,5.231677532196045,316612168,092502,132059,1,化学制药
8,誉衡药业,002437,2,2天2板,9.935897827148438,3.43,15.68亿,72.04亿,76.48亿,21.97418975830078,5694122,093012,143939,15,化学制药
9,哈三联,002900,2,5天3板,10.014836311340332,14.83,8.83亿,23.89亿,46.92亿,37.158931732177734,5857850,093018,142854,12,化学制药
10,秦安股份,603758,2,2天2板,10.019083976745605,11.53,1.24亿,49.94亿,49.94亿,2.5283939838409424,37381124,093152,093152,0,汽车零部
11,毕得医药,688073,2,2天2板,20.0,73.92,7.61亿,67.18亿,67.18亿,11.6165771484375,17335792,095246,140507,5,医疗服务
12,招金黄金,000506,2,2天2板,9.983452796936035,19.94,22.95亿,185.18亿,185.25亿,13.084120750427246,38590041,135339,135339,0,贵金属
13,京泉华,002885,1,首板,9.996552467346191,31.91,2.36亿,75.71亿,86.45亿,3.1234002113342285,223296607,093000,093000,0,其他电子
14,信通电子,001388,1,首板,10.004349708557129,25.29,1.65亿,31.64亿,59.12亿,5.238347053527832,50119317,092500,093118,1,电网设备
15,鹏欣资源,600490,1,首板,10.027854919433594,7.9,6.87亿,157.42亿,174.82亿,4.389364242553711,26552690,092501,093840,1,工业金属
16,立新能源,001258,1,首板,10.030394554138184,14.48,25.20亿,135.14亿,135.15亿,18.893709182739258,81525296,093142,111615,8,电力
17,中电鑫龙,002298,1,首板,10.011778831481934,9.34,3.55亿,61.71亿,69.13亿,5.85281229019165,156675698,093221,093221,0,电网设备
18,蓝盾光电,300862,1,首板,19.989479064941406,22.81,2008.51万,34.55亿,42.11亿,0.5813244581222534,1076291264,092500,092500,0,通用设备
