序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3966.5935,26.556,0.674,3940.0371,3943.816,3967.5919,3938.625,542118110.0,1166893282354,11668.93亿
2,sz399001,深证成指,14316.961,5.953,0.042,14311.008,14348.95,14373.772,14102.656,68753382679.0,1356209535368,13562.10亿
3,Total,沪深总成交额,,,,,,,,,2523102817722,25231.03亿
