序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sz300308,中际旭创,1147.0,-2.797,263.83 亿
2,sz300502,新易盛,772.5,-1.684,240.39 亿
3,sh600487,亨通光电,106.88,1.771,226.74 亿
4,sz000725,京东方Ａ,6.03,-7.515,196.46 亿
5,sh600522,中天科技,50.2,-7.856,195.62 亿
6,sh688041,海光信息,284.8,6.197,188.82 亿
7,sz300394,天孚通信,411.08,-7.398,184.32 亿
8,sh688256,寒武纪,1231.0,-3.072,177.72 亿
9,sh603986,兆易创新,480.84,-3.928,159.88 亿
10,sz002384,东山精密,212.27,-5.406,148.53 亿
11,sh600183,生益科技,146.9,-0.387,142.62 亿
12,sz002463,沪电股份,130.6,-7.435,139.08 亿
13,sh688525,佰维存储,317.0,3.883,125.57 亿
14,sh600584,长电科技,74.05,-1.647,111.81 亿
15,sz000063,中兴通讯,38.42,-1.84,110.04 亿
16,sh601138,工业富联,71.13,-4.83,105.30 亿
17,sz000636,风华高科,59.81,-2.079,104.95 亿
18,sh688008,澜起科技,231.0,-2.284,100.25 亿
19,sz300476,胜宏科技,330.26,-3.588,99.20 亿
20,sh688126,沪硅产业,32.65,2.899,98.54 亿
