序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4108.0762,16.185,0.396,4091.8917,4074.2913,4109.9579,4073.7319,608077413.0,1403145909875,14031.46亿
2,sz399001,深证成指,15880.951,205.705,1.312,15675.246,15569.923,15885.491,15569.923,74591623185.0,1688618264453,16886.18亿
3,Total,沪深总成交额,,,,,,,,,3091764174328,30917.64亿
