序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000066,中国长城,19.82,9.86,43157.1802,832145.7422,涨幅偏离值达7%的证券
2,002149,西部材料,63.51,9.86,7642.5309,468423.9804,涨幅偏离值达7%的证券
3,002192,融捷股份,109.22,9.86,3384.9554,364620.3572,涨幅偏离值达7%的证券
4,002240,盛新锂能,60.09,9.86,8893.605,523922.7874,涨幅偏离值达7%的证券
5,002842,翔鹭钨业,38.49,9.86,8796.1252,335846.0816,涨幅偏离值达7%的证券
6,200553,安道麦B,2.78,10.9,213.3434,519.1722,涨幅偏离值达7%的证券
7,600246,万通发展,11.28,9.94,16395.2744,181236.95,涨幅偏离值达7%的证券
8,600322,津投城开,2.73,9.97,6831.0708,18475.29,涨幅偏离值达7%的证券
9,600379,宝光股份,16.78,9.92,4383.4368,73373.77,涨幅偏离值达7%的证券
10,600540,新赛股份,5.58,9.95,4710.9176,25965.85,涨幅偏离值达7%的证券
11,603717,天域生物,7.54,9.96,1896.88,13797.37,涨幅偏离值达7%的证券
12,000155,川能动力,17.42,-9.64,16774.7187,298946.4602,跌幅偏离值达7%的证券
13,001896,豫能控股,15.24,-10.14,15469.6499,241209.1282,跌幅偏离值达7%的证券
14,002209,达意隆,15.06,-10.14,1040.81,15769.8642,跌幅偏离值达7%的证券
15,002210,飞马国际,2.98,-10.14,42352.4155,129959.009,跌幅偏离值达7%的证券
16,002368,太极股份,17.24,-10.14,2845.9054,49419.579,跌幅偏离值达7%的证券
17,600545,卓郎智能,4.89,-10.06,20984.3796,105942.15,跌幅偏离值达7%的证券
18,600620,天宸股份,5.52,-10.06,1885.0761,10681.61,跌幅偏离值达7%的证券
19,600821,金开新能,7.8,-10.15,26478.6381,211247.14,跌幅偏离值达7%的证券
20,601717,中创智领,18.67,-10.09,6423.86,121040.27,跌幅偏离值达7%的证券
21,603516,淳中科技,142.25,-10.11,1446.3552,215367.76,跌幅偏离值达7%的证券
22,000567,海德股份,6.67,22.35,22397.4326,141819.2092,连续三个交易日内，涨幅偏离值累计达20%的证券
23,002805,丰元股份,22.85,23.74,6291.1933,128248.4501,连续三个交易日内，涨幅偏离值累计达20%的证券
24,002989,中天精装,29.21,21.46,2303.6306,62024.5192,连续三个交易日内，涨幅偏离值累计达20%的证券
25,600714,金瑞矿业,22.1,20.21,6649.9402,139292.65,连续三个交易日内，涨幅偏离值累计达20%的证券
26,603095,越剑智能,25.37,20.22,2769.0,60739.35,连续三个交易日内，涨幅偏离值累计达20%的证券
27,603937,丽岛新材,15.25,20.21,3623.4708,52608.06,连续三个交易日内，涨幅偏离值累计达20%的证券
28,605099,共创草坪,48.42,20.17,1352.8774,61722.04,连续三个交易日内，涨幅偏离值累计达20%的证券
29,605299,舒华体育,25.98,20.19,5606.5239,135570.35,连续三个交易日内，涨幅偏离值累计达20%的证券
30,605389,长龄液压,116.98,22.07,1187.4096,125080.37,连续三个交易日内，涨幅偏离值累计达20%的证券
31,000925,众合科技,9.19,27.62,18595.2792,177266.6246,换手率达20%的证券
32,001266,宏英智能,40.59,28.91,1680.6961,70410.6695,换手率达20%的证券
33,002297,博云新材,24.5,33.99,19477.304,467890.8322,换手率达20%的证券
34,600152,维科技术,14.85,30.0,15872.324,236075.13,换手率达20%的证券
35,600156,华升股份,10.8,24.28,9763.4587,111091.06,换手率达20%的证券
36,600186,莲花控股,10.72,26.88,48090.5226,528535.61,换手率达20%的证券
37,603318,水发燃气,14.26,23.71,10884.7733,156210.78,换手率达20%的证券
38,603538,美诺华,62.46,24.99,5940.9794,365823.66,换手率达20%的证券
39,920078,族兴新材,27.61,31.7,656.1635,17804.29,换手率达20%的证券
40,920125,鸿仕达,87.2,29.7,489.4638,38080.25,换手率达20%的证券
41,920156,海昌智能,48.49,47.13,1022.9936,50202.5,换手率达20%的证券
42,920181,赛英电子,84.12,28.59,286.4395,23649.12,换手率达20%的证券
43,920186,中科仪,76.4,34.82,3326.3641,248875.27,换手率达20%的证券
44,002081,金螳螂,5.9,16.37,57569.2507,322025.9781,振幅值达15%的证券
45,003026,中晶科技,49.99,16.87,2730.2172,128557.5604,振幅值达15%的证券
46,603316,诚邦股份,15.59,16.92,5611.5512,92399.65,振幅值达15%的证券
47,688121,卓然股份,6.48,-16.06,4472.8921,28239.13,
48,300083,创世纪,10.19,20.0,40032.0977,403952.8832,
49,300632,光莆股份,24.47,20.0,3682.7802,90109.6197,
50,300885,海昌新材,28.64,20.0,2790.9813,75061.2385,
51,301246,宏源药业,29.97,15.76,5631.3715,159369.659,
52,688155,先惠技术,103.57,20.0,705.7207,71930.88,
53,688256,寒武纪,1699.96,20.0,1788.4265,2846568.21,
54,688400,凌云光,59.32,20.01,4016.277,219824.17,
55,688521,芯原股份,280.88,20.0,4090.5185,1112381.65,
56,688531,日联科技,120.6,20.0,2411.6015,282747.6,
57,300209,行云科技,17.47,31.64,44005.2668,699319.822,
58,300769,德方纳米,71.95,33.26,13568.5296,910821.9327,
59,301666,大普微,318.0,31.95,2849.686,788832.819,
60,688655,迅捷兴,45.53,30.99,5756.9535,228869.43,
61,688280,精进电动,7.28,-34.99,10492.5626,78924.81,
62,688530,欧莱新材,53.2,33.92,2298.7589,117073.86,
63,688811,有研复材,24.08,34.23,3153.8541,73065.18,
64,688813,泰金新能,92.4,30.8,926.2583,82323.89,
65,688820,盛合晶微,103.0,34.62,5986.2912,593687.19,
66,301599,理奇智能,62.4,0.0,4225.0787,220862.8614,无价格涨跌幅限制的证券
67,920765,美之高,16.39,24.73,798.3363,12886.48,
