序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,000539,粤电力Ａ,-10.032715797424316,8.25,24.61 亿,210.82 亿,433.15 亿,-71.40583038330078,11.066858291625977,1010220,145539,63049800,1,0,电力
2,600310,广西能源,-10.015897750854492,5.66,13.85 亿,82.96 亿,82.96 亿,-60.24091720581055,16.084495544433594,1456923,145644,132001726,1,1,电力
3,001299,美能能源,-10.00758171081543,11.87,2.00 亿,33.58 亿,37.30 亿,33.67311477661133,5.799344062805176,5276131,142430,33172520,1,3,燃气Ⅱ
4,003033,征和工业,-10.0,60.57,2.56 亿,48.91 亿,49.52 亿,37.61486053466797,5.168909549713135,5875290,141551,74870577,1,8,摩托车及
5,002969,嘉美包装,-9.973190307617188,16.79,20.56 亿,183.47 亿,184.44 亿,68.88198852539062,10.203389167785645,22840662,144312,90564604,1,1,包装印刷
6,002329,皇氏集团,-9.873417854309082,3.56,1.79 亿,23.20 亿,29.63 亿,181.94491577148438,7.506352424621582,34530928,095600,50077096,1,0,饮料乳品
7,600726,华电能源,-10.009624481201172,9.35,41.67 亿,698.94 亿,739.34 亿,30.716333389282227,5.7315497398376465,88243962,143132,237307675,1,2,电力
8,002951,金时科技,-10.004034042358398,22.31,3.60 亿,89.49 亿,90.36 亿,-194.48060607910156,3.9149136543273926,109953295,093624,162947778,1,0,其他电源
9,603681,永冠新材,-10.0,23.94,3.45 亿,56.92 亿,56.92 亿,53.133358001708984,5.996252536773682,198997922,095735,196109178,1,1,化学制品
10,001896,豫能控股,-10.00452709197998,19.88,65.19 亿,303.33 亿,303.33 亿,258.9927673339844,19.638599395751953,262624322,142021,270377939,1,0,电力
11,603629,利通电子,-9.999001502990723,180.38,62.93 亿,465.44 亿,473.17 亿,43.60670852661133,13.07666015625,392568389,130641,691816101,1,4,消费电子
