序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,大有能源,600403,5,5天5板,10.0,8.14,16.82 亿,194.61 亿,194.61 亿,8.912552833557129,16981594,093643,143304,9,煤炭开采
2,中重科技,603135,3,3天3板,10.039215087890625,14.03,4.64 亿,88.32 亿,88.99 亿,5.619645118713379,57615808,104309,104309,0,专用设备
3,三峡新材,600293,2,2天2板,10.0,3.96,8.14 亿,45.94 亿,45.94 亿,18.13762092590332,43013302,095334,142740,1,玻璃玻纤
4,凤凰航运,000520,2,2天2板,10.047846794128418,4.6,1.75 亿,46.56 亿,46.56 亿,3.8560409545898438,68206868,093212,093212,0,航运港口
5,祥和实业,603500,2,2天2板,9.982014656066895,12.23,6581.26 万,40.68 亿,40.70 亿,1.6178882122039795,166624663,092502,092502,0,轨交设备
6,泰坦股份,003036,2,10天5板,10.005342483520508,82.35,13.40 亿,178.11 亿,178.12 亿,7.58662223815918,24737940,093606,142730,22,专用设备
7,天娱数科,002354,1,首板,10.082645416259766,6.66,8.31 亿,108.27 亿,110.20 亿,7.686609268188477,102169062,092500,103451,4,广告营销
8,能科科技,603859,1,首板,9.995148658752441,45.34,10.92 亿,110.95 亿,110.95 亿,9.905029296875,21182848,093100,144206,7,IT服务Ⅱ
9,新华网,603888,1,首板,10.0,19.25,1.93 亿,129.89 亿,129.89 亿,1.486094355583191,125547999,092501,092501,0,数字媒体
10,步步高,002251,1,首板,9.954751014709473,4.86,16.38 亿,104.61 亿,130.67 亿,15.943615913391113,91781182,093221,144733,1,一般零售
11,中青宝,300052,1,首板,19.981584548950195,13.03,2.70 亿,34.12 亿,34.12 亿,8.079970359802246,121786198,093209,093209,0,IT服务Ⅱ
12,中超控股,002471,1,首板,9.95850658416748,7.95,7.47 亿,106.81 亿,108.82 亿,7.036205768585205,144489262,093130,093130,0,电网设备
13,达实智能,002421,1,16天9板,9.91561222076416,5.21,40.04 亿,104.38 亿,110.48 亿,38.89703369140625,69194880,093109,112906,6,IT服务Ⅱ
14,莱伯泰科,688056,1,首板,20.009967803955078,48.16,3.06 亿,32.49 亿,32.49 亿,9.825735092163086,14305590,093534,142347,2,通用设备
15,中百集团,000759,1,首板,10.038609504699707,5.7,3.47 亿,37.38 亿,37.76 亿,9.500517845153809,40319235,093327,093457,1,一般零售
16,方大炭素,600516,1,3天2板,10.0,5.83,7.52 亿,234.71 亿,234.71 亿,3.2273190021514893,23243265,093810,095904,1,冶钢原料
17,宇环数控,002903,1,4天2板,10.011480331420898,47.91,2.40 亿,51.10 亿,75.07 亿,4.754900932312012,100658910,093245,093245,0,通用设备
18,武汉凡谷,002194,1,首板,9.963768005371094,12.14,4.31 亿,62.02 亿,82.95 亿,7.095822334289551,156950266,093954,093954,0,通信设备
19,东方通信,600776,1,首板,10.006901741027832,15.94,4.50 亿,152.39 亿,200.21 亿,3.0104432106018066,79330781,094449,094449,0,通信设备
20,维信诺,002387,1,首板,9.97624683380127,9.26,8.27 亿,129.17 亿,129.34 亿,6.471541881561279,15608637,095212,145033,5,光学光电
21,三孚股份,603938,1,3天2板,9.995835304260254,52.82,24.48 亿,202.10 亿,202.10 亿,12.383955001831055,47216643,094945,144954,6,化学原料
22,XD百合花,603823,1,首板,9.988860130310059,29.62,5.92 亿,123.33 亿,123.33 亿,4.891592502593994,13383737,095248,143150,17,化学制品
23,北玻股份,002613,1,首板,9.977827072143555,4.96,5.86 亿,38.37 亿,54.59 亿,15.801454544067383,74787028,095306,095351,1,玻璃玻纤
24,荣丰控股,000668,1,首板,9.9893159866333,20.59,1.14 亿,30.23 亿,30.23 亿,3.847417116165161,40811912,095524,095524,0,房地产开
25,荣安地产,000517,1,首板,9.844559669494629,2.12,1.14 亿,52.83 亿,67.50 亿,2.204314947128296,36755860,093251,093330,1,房地产开
26,凯盛科技,600552,1,首板,9.979736328125,21.71,29.80 亿,205.07 亿,205.07 亿,14.898425102233887,22668865,095643,143658,15,光学光电
27,宝胜股份,600973,1,首板,9.956709861755371,7.62,6.98 亿,104.50 亿,104.50 亿,6.802299499511719,50349912,095645,141430,3,电网设备
28,创远信科,920961,1,首板,29.958555221557617,21.95,2.20 亿,22.82 亿,31.35 亿,10.151275634765625,42659759,101030,101030,0,通用设备
29,金瑞矿业,600714,1,首板,9.99665641784668,32.9,6.88 亿,94.81 亿,94.81 亿,7.600383758544922,35413560,095957,100548,3,化学原料
30,神剑股份,002361,1,首板,10.013089179992676,16.81,24.22 亿,136.00 亿,159.87 亿,18.36015510559082,199869471,101345,102745,1,塑料
31,广东明珠,600382,1,首板,10.0,9.68,7.21 亿,67.22 亿,67.22 亿,10.912911415100098,1732720,101418,145615,21,冶钢原料
32,江南新材,603124,1,首板,9.998035430908203,168.0,6.64 亿,130.38 亿,244.85 亿,5.227906703948975,23385600,101424,111227,1,金属新材
33,泰和新材,002254,1,首板,9.985836029052734,15.53,12.71 亿,132.11 亿,133.10 亿,9.94754695892334,4777028,101242,145421,13,化学纤维
