序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sz300308,中际旭创,1179.99,-7.813,583.25 亿
2,sz000725,京东方Ａ,6.43,4.553,356.85 亿
3,sz300502,新易盛,748.0,-3.601,341.65 亿
4,sh603986,兆易创新,488.0,-7.805,275.65 亿
5,sh600487,亨通光电,96.12,-1.788,247.42 亿
6,sz300394,天孚通信,457.0,-4.881,224.74 亿
7,sh601138,工业富联,74.06,-5.716,197.88 亿
8,sz002384,东山精密,221.41,-6.892,194.66 亿
9,sz300476,胜宏科技,338.9,-7.586,192.75 亿
10,sh600522,中天科技,46.07,0.022,192.01 亿
11,sz000063,中兴通讯,39.13,3.683,183.26 亿
12,sz002475,立讯精密,68.77,-7.803,180.17 亿
13,sh688008,澜起科技,239.39,-7.81,170.72 亿
14,sz002281,光迅科技,227.58,3.183,169.78 亿
15,sh600584,长电科技,75.65,-5.532,159.61 亿
16,sh688256,寒武纪,1299.2,-4.393,156.21 亿
17,sh688525,佰维存储,311.0,-8.88,155.08 亿
18,sz000988,华工科技,157.2,-0.733,148.75 亿
19,sz300136,信维通信,106.33,8.5,133.20 亿
20,sz300274,阳光电源,153.75,-6.45,132.42 亿
